BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	genotype	source_name	tissue	treatment	group
SAMN11229437	SRR8767250	2019-06-07T16:19:49Z	2019-03-21T18:35:12Z	76415527	15283105400	76415527	200	6502		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8767250/SRR8767250.1	SRX5557462		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521330	simple	9606	Homo sapiens	GSM3682801							no					GEO	SRA743317		public	18881E38454B2C1B6247BF486DADB19E	97A29C4B28E2545DC935D420D19930E4	11229437	HSJ-019	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521330	GSM3682801	H3.3K27M	Tumor	""	None	H3.3K27M.None
SAMN11229438	SRR8767249	2019-06-07T16:19:48Z	2019-03-21T18:27:59Z	59323196	11864639200	59323196	200	5051		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR8767249/SRR8767249.1	SRX5557461		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521329	simple	9606	Homo sapiens	GSM3682800							no					GEO	SRA743317		public	CA5BD9C2728AF8740FD32E9678EB66AD	DFF7A2446CCEB8164EABC5250FEEF555	11229438	C-14-00110	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521329	GSM3682800	H3.3K27WT	Tumor	""	None	H3.3K27WT.None
SAMN11229439	SRR8767248	2019-06-07T16:19:48Z	2019-03-21T18:27:05Z	50304220	10060844000	50304220	200	4017		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR8767248/SRR8767248.1	SRX5557460		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP154573	PRJNA482128	3	482128	SRS4521328	simple	9606	Homo sapiens	GSM3682799							no					GEO	SRA743317		public	CCBAC949E2DD7CB378B7131F5723C1A2	85E8EC1DEAD08BC5E8FC4F1C5D457585	11229439	HSJ-023	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521328	GSM3682799	H3.3K27M	Tumor	""	None	H3.3K27M.None
SAMN11229440	SRR8767247	2019-06-07T16:19:48Z	2019-03-21T18:56:57Z	78791866	15758373200	78791866	200	7136		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR8767247/SRR8767247.1	SRX5557459		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP154573	PRJNA482128	3	482128	SRS4521327	simple	9606	Homo sapiens	GSM3682798							no					GEO	SRA743317		public	6A2185DB499AC2C2677AB8D38AAAC339	CCEDF3D566A16507D5C3FB9012944AD4	11229440	R088	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521327	GSM3682798	H3.3K27WT	Tumor	""	None	H3.3K27WT.None
SAMN11229441	SRR8767246	2019-06-07T16:19:48Z	2019-03-21T18:59:08Z	78659648	15731929600	78659648	200	7055		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR8767246/SRR8767246.1	SRX5557458		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP154573	PRJNA482128	3	482128	SRS4521326	simple	9606	Homo sapiens	GSM3682797							no					GEO	SRA743317		public	42D686467C36501E182A1A34B2E53EC2	FBD5832D59CE3253DC1EBC6E5C799FCA	11229441	R006	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521326	GSM3682797	H3.3K27WT	Tumor	""	None	H3.3K27WT.None
SAMN11229442	SRR8767245	2019-06-07T16:19:48Z	2019-03-21T19:04:04Z	86136886	17227377200	86136886	200	7624		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8767245/SRR8767245.1	SRX5557457		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP154573	PRJNA482128	3	482128	SRS4521325	simple	9606	Homo sapiens	GSM3682796							no					GEO	SRA743317		public	FDB45E2D358E5B5907C8AF53655755AF	8F2B954F5D2212F1DACB3DC4ED87DCC4	11229442	PS14-1547	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521325	GSM3682796	H3.3K27WT	Tumor	""	None	H3.3K27WT.None
SAMN11229443	SRR8767244	2019-06-07T16:19:48Z	2019-03-21T18:34:17Z	72395581	14479116200	72395581	200	6201		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8767244/SRR8767244.1	SRX5557456		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521324	simple	9606	Homo sapiens	GSM3682795							no					GEO	SRA743317		public	6AA6D39CC12F2D7848A871708B9D91C8	060917DF6C7441E48945087926B3C396	11229443	JN-29T	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521324	GSM3682795	H3.3K27M	Tumor	""	None	H3.3K27M.None
SAMN11229444	SRR8767243	2019-06-07T16:19:48Z	2019-03-21T18:36:18Z	72677787	14535557400	72677787	200	6337		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8767243/SRR8767243.1	SRX5557455		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521323	simple	9606	Homo sapiens	GSM3682794							no					GEO	SRA743317		public	7844E96FBB937C940D389791F9A89E74	D15AF9BFEE7FB2681E562BEAB9BDFB3D	11229444	JN-26T	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521323	GSM3682794	H3.3K27M	Tumor	""	None	H3.3K27M.None
SAMN11229445	SRR8767242	2019-06-07T16:19:48Z	2019-03-21T18:35:07Z	68487134	13697426800	68487134	200	5860		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8767242/SRR8767242.1	SRX5557454		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521322	simple	9606	Homo sapiens	GSM3682793							no					GEO	SRA743317		public	0AD361FBAD09330B9E22F75F912CB4DC	1EF0C19562EDA1B7E4926913E7A49635	11229445	JN-10T	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521322	GSM3682793	H3.3K27M	Tumor	""	None	H3.3K27M.None
SAMN11229446	SRR8767241	2019-06-07T16:19:48Z	2019-03-21T18:56:10Z	80959622	16191924400	80959622	200	6919		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8767241/SRR8767241.1	SRX5557453		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521321	simple	9606	Homo sapiens	GSM3682792							no					GEO	SRA743317		public	899F6C49752210447CADBE78B64CB080	9E012DF13A9D4751B2932AA4EE1A5632	11229446	JN-7T	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521321	GSM3682792	H3.3K27M	Tumor	""	None	H3.3K27M.None
SAMN11229448	SRR8767240	2019-06-07T16:19:48Z	2019-03-21T18:31:42Z	63114159	12622831800	63114159	200	5862		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR8767240/SRR8767240.1	SRX5557452		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521320	simple	9606	Homo sapiens	GSM3682791							no					GEO	SRA743317		public	318A2738CCA42E9C26404C74E89774A5	137CCCABEEE7E3B93F4B406172084A46	11229448	JN-35T	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521320	GSM3682791	H3.3K27M	Tumor	""	None	H3.3K27M.None
SAMN11229449	SRR8767239	2019-06-07T16:19:48Z	2019-03-21T18:54:00Z	55431364	11086272800	55431364	200	4739		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8767239/SRR8767239.1	SRX5557451		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521319	simple	9606	Homo sapiens	GSM3682790							no					GEO	SRA743317		public	0358DD65D4201A86EC0EE226EA2FC87D	EFD061C086651FAD1C7AA67B7F27B89F	11229449	PS113293	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521319	GSM3682790	H3.3K27M	Tumor	""	None	H3.3K27M.None
SAMN11229451	SRR8767238	2019-06-07T16:19:47Z	2019-03-21T18:57:40Z	43976556	8795311200	43976556	200	3772		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR8767238/SRR8767238.1	SRX5557450		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521318	simple	9606	Homo sapiens	GSM3682789							no					GEO	SRA743317		public	CDDB4EEA22B00C5EAF4FC7EE0F3E0E7E	AE47F4F477B3C58C9C0C9FC98E4335A1	11229451	PL708	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521318	GSM3682789	H3.3K27M	Tumor	""	None	H3.3K27M.None
SAMN11229452	SRR8767237	2019-06-07T16:19:47Z	2019-03-21T18:43:54Z	47418164	9483632800	47418164	200	3875		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR8767237/SRR8767237.1	SRX5557449		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521317	simple	9606	Homo sapiens	GSM3682788							no					GEO	SRA743317		public	470F372294E63B5B911179F152C3498E	388CEC01E2DBFD9959BDA6ACD95B70DC	11229452	PL3948	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521317	GSM3682788	H3.3K27M	Tumor	""	None	H3.3K27M.None
SAMN11229454	SRR8767236	2019-06-07T16:19:47Z	2019-03-21T18:24:38Z	35267630	7053526000	35267630	200	4214		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8767236/SRR8767236.1	SRX5557448		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521316	simple	9606	Homo sapiens	GSM3682787							no					GEO	SRA743317		public	2F57012C75CD7C20255CDB29557CE12B	6E278C6B6AA5D83D0C6ABB7F25005EDD	11229454	PL150	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521316	GSM3682787	H3.3K27WT	Tumor	""	None	H3.3K27WT.None
SAMN11229455	SRR8767235	2019-06-07T16:19:47Z	2019-03-21T18:46:32Z	60573566	12114713200	60573566	200	5190		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR8767235/SRR8767235.1	SRX5557447		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521315	simple	9606	Homo sapiens	GSM3682786							no					GEO	SRA743317		public	C0E18E14D8A536D6DD0EB24C01A14059	7DB9087C0427B104CD14609B6A4439C7	11229455	PH1157	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521315	GSM3682786	H3.3K27M	Tumor	""	None	H3.3K27M.None
SAMN11229457	SRR8767234	2019-06-07T16:19:47Z	2019-03-21T18:40:51Z	62715675	12543135000	62715675	200	5042		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR8767234/SRR8767234.1	SRX5557446		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521314	simple	9606	Homo sapiens	GSM3682785							no					GEO	SRA743317		public	5A7B8ABB300167E055BE46096020D269	4F7DEFA46FBFF14623454CD104FF0836	11229457	BTTB-434	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521314	GSM3682785	H3.3K27WT	Tumor	""	None	H3.3K27WT.None
SAMN11229458	SRR8767233	2019-06-07T16:19:47Z	2019-03-21T18:28:00Z	46760110	9352022000	46760110	200	5623		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR8767233/SRR8767233.1	SRX5557445		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521313	simple	9606	Homo sapiens	GSM3682784							no					GEO	SRA743317		public	AD174B9D5B90DB2C6B4E136F539AAEC1	698AD0BC14635EBE7F1BF9C353A0923A	11229458	2230	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521313	GSM3682784	H3.3K27WT	Tumor	""	None	H3.3K27WT.None
SAMN11229459	SRR8767232	2019-06-07T16:19:47Z	2019-03-21T18:24:35Z	33688370	6737674000	33688370	200	4033		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8767232/SRR8767232.1	SRX5557444		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521312	simple	9606	Homo sapiens	GSM3682783							no					GEO	SRA743317		public	B58CBA9F3F1A4EEC8B3B87F364343B66	2CBB7430CE15F9C772A6E9C589202EE0	11229459	1840	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521312	GSM3682783	H3.3K27WT	Tumor	""	None	H3.3K27WT.None
SAMN11229460	SRR8767261	2019-06-07T16:19:49Z	2019-03-21T18:30:19Z	61188342	15297085500	61188342	250	5184		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8767261/SRR8767261.1	SRX5557473		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521341	simple	9606	Homo sapiens	GSM3682812							no					GEO	SRA743317		public	08DA9C5D5233D4677A67D2A48D7790D6	5EEC60F6ACEE123624889150161FE3C5	11229460	HSJ-050	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521341	GSM3682812	H3.3K27M	Tumor	""	None	H3.3K27M.None
SAMN11229461	SRR8767260	2019-06-07T16:19:49Z	2019-03-21T18:38:41Z	41770731	8354146200	41770731	200	3818		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8767260/SRR8767260.1	SRX5557472		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521340	simple	9606	Homo sapiens	GSM3682811							no					GEO	SRA743317		public	FA431DC7C56946F25F8686E9628C892B	5F3AE93F0742CED5B6F2505A0E9CA990	11229461	PS14-0531	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521340	GSM3682811	H3.3K27WT	Tumor	""	None	H3.3K27WT.None
SAMN11229462	SRR8767259	2019-06-07T16:19:49Z	2019-03-21T18:33:28Z	60178209	15044552250	60178209	250	5058		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8767259/SRR8767259.1	SRX5557471		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521339	simple	9606	Homo sapiens	GSM3682810							no					GEO	SRA743317		public	BFC8F1DC7F91743DFAA1A6F14BB35F43	F989D310ACBE24223925842028BA5294	11229462	HSJ-035	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521339	GSM3682810	H3.3K27M	Tumor	""	None	H3.3K27M.None
SAMN11229463	SRR8767263	2019-06-07T16:19:50Z	2019-03-21T18:26:10Z	45983196	9196639200	45983196	200	3961		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR8767263/SRR8767263.1	SRX5557475		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521343	simple	9606	Homo sapiens	GSM3682814							no					GEO	SRA743317		public	00E576BF2BE3B8B2DC0DD6E7B1AC2F00	06FE7295CA2C79DDBFB0A5CFFCEF9216	11229463	P-14-08877-R	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521343	GSM3682814	H3.3K27M	Tumor	""	None	H3.3K27M.None
SAMN11229464	SRR8767262	2019-06-07T16:19:50Z	2019-03-21T18:31:47Z	69305821	17326455250	69305821	250	6043		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8767262/SRR8767262.1	SRX5557474		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521342	simple	9606	Homo sapiens	GSM3682813							no					GEO	SRA743317		public	25B45C1C8492F002A908EAAEAD64A4F6	781BF58382710D8A483A9228D864654D	11229464	HSJ-051	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521342	GSM3682813	H3.3K27M	Tumor	""	None	H3.3K27M.None
SAMN11229465	SRR8767258	2019-06-07T16:19:49Z	2019-03-21T18:28:25Z	50951895	10190379000	50951895	200	4268		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR8767258/SRR8767258.1	SRX5557470		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521338	simple	9606	Homo sapiens	GSM3682809							no					GEO	SRA743317		public	D32FAE1D363B6EC708ED367EC1E246C6	7CB724B1422193CF79AE851AA0E2ABD1	11229465	HSJ-031	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521338	GSM3682809	H3.3K27M	Tumor	""	None	H3.3K27M.None
SAMN11229466	SRR8767257	2019-06-07T16:19:49Z	2019-03-21T18:28:09Z	56403168	11280633600	56403168	200	4969		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR8767257/SRR8767257.1	SRX5557469		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521337	simple	9606	Homo sapiens	GSM3682808							no					GEO	SRA743317		public	9E4A541C857916C090AF7964178082F6	12FAACED07D9D8BE9AA6C48160A45EAA	11229466	HSJ-030	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521337	GSM3682808	H3.3K27WT	Tumor	""	None	H3.3K27WT.None
SAMN11229467	SRR8767256	2019-06-07T16:19:49Z	2019-03-21T18:29:12Z	53112164	10622432800	53112164	200	4627		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR8767256/SRR8767256.1	SRX5557468		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521336	simple	9606	Homo sapiens	GSM3682807							no					GEO	SRA743317		public	C31C140B71679D0795E612E75300284C	770B91A83EE54C61CCCC7F3EC6BF5235	11229467	CCHMC_4968-HGG-04A	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521336	GSM3682807	H3.3K27WT	Tumor	""	None	H3.3K27WT.None
SAMN11229468	SRR8767255	2019-06-07T16:19:49Z	2019-03-21T18:47:50Z	65787471	13157494200	65787471	200	5612		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8767255/SRR8767255.1	SRX5557467		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521335	simple	9606	Homo sapiens	GSM3682806							no					GEO	SRA743317		public	B38D447E0EB0B886E9A9FC32599A6698	AA427EC4D854834F06AFE0FEB2378A97	11229468	PH1233	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521335	GSM3682806	H3.3K27WT	Tumor	""	None	H3.3K27WT.None
SAMN11229469	SRR8767254	2019-06-07T16:19:49Z	2019-03-21T18:29:38Z	55031383	11006276600	55031383	200	4532		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR8767254/SRR8767254.1	SRX5557466		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154573	PRJNA482128	3	482128	SRS4521334	simple	9606	Homo sapiens	GSM3682805							no					GEO	SRA743317		public	95BF56F0DEA06B25FE8181162DD758F0	EED627E0F2CC9689DBD5FFF894CF79D6	11229469	P-13-06179	Jabado Lab, Department of Pediatrics, McGill University	9606	SRS4521334	GSM3682805	H3.3K27WT	Tumor	""	None	H3.3K27WT.None
