BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	clone	source_name	treatment	group
SAMN03744004	SRR2045094	2016-01-07T15:57:17Z	2015-05-30T02:13:12Z	8867266	886726600	8867266	100	590		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045094/SRR2045094.1	SRX1043789		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949240	simple	9606	Homo sapiens	GSM1700513							no					GEO	SRA270447		public	2291B5D887E8ED663806EBC613B2E7E9	D31BD386A292B7C2F3CB13300CDBE44B	3744004	A375_Resistant4_CPI203_6h_R2	Constellation Pharmaceuticals	9606	SRS949240	GSM1700513	A375	A375 resistant clone 4	SL44078	CPI203	A375_resistant_clone_4.CPI203
SAMN03744028	SRR2045095	2016-01-07T15:57:17Z	2015-05-30T02:11:32Z	22851861	2285186100	22851861	100	835		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045095/SRR2045095.1	SRX1043790		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949239	simple	9606	Homo sapiens	GSM1700514							no					GEO	SRA270447		public	EE400E03AEF4C5D71EEEF3057A729464	801D1853A8FEDCC20F33C3E983CE5D7F	3744028	NOMO1_DMSO_1	Constellation Pharmaceuticals	9606	SRS949239	GSM1700514	NOMO1	NOMO1 parental	SL98445	DMSO	NOMO1_parental.DMSO
SAMN03744028	SRR2045096	2016-01-07T15:57:17Z	2015-05-30T02:11:37Z	22859350	2285935000	22859350	100	834		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045096/SRR2045096.1	SRX1043790		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949239	simple	9606	Homo sapiens	GSM1700514							no					GEO	SRA270447		public	855965B66ABA9D19F94F5FA3DC274017	8540644172A956035F589CD4BB649FC3	3744028	NOMO1_DMSO_1	Constellation Pharmaceuticals	9606	SRS949239	GSM1700514	NOMO1	NOMO1 parental	SL98445	DMSO	NOMO1_parental.DMSO
SAMN03744029	SRR2045097	2016-01-07T15:57:17Z	2015-05-30T02:06:23Z	23851620	2385162000	23851620	100	868		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045097/SRR2045097.1	SRX1043791		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949238	simple	9606	Homo sapiens	GSM1700515							no					GEO	SRA270447		public	80FD4417B16F7A40ED1D3ECF3EED8685	9AC76DEFD520E545FC70FAE933107DDC	3744029	NOMO1_CPI203_1	Constellation Pharmaceuticals	9606	SRS949238	GSM1700515	NOMO1	NOMO1 parental	SL98446	CPI203	NOMO1_parental.CPI203
SAMN03744029	SRR2045098	2016-01-07T15:57:17Z	2015-05-30T02:06:38Z	23855356	2385535600	23855356	100	866		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045098/SRR2045098.1	SRX1043791		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949238	simple	9606	Homo sapiens	GSM1700515							no					GEO	SRA270447		public	2561F88531E2DD22924505908D2405A2	360E0ADE9030239CBE61AC1CA0BFBD44	3744029	NOMO1_CPI203_1	Constellation Pharmaceuticals	9606	SRS949238	GSM1700515	NOMO1	NOMO1 parental	SL98446	CPI203	NOMO1_parental.CPI203
SAMN03744030	SRR2045099	2016-01-07T15:57:17Z	2015-05-30T02:06:52Z	25242416	2524241600	25242416	100	922		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045099/SRR2045099.1	SRX1043792		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949237	simple	9606	Homo sapiens	GSM1700516							no					GEO	SRA270447		public	9E850319E21E903F8C99C996881063ED	5713F44A98F36E551462437918E7E789	3744030	NOMO1R_DMSO_1	Constellation Pharmaceuticals	9606	SRS949237	GSM1700516	NOMO1	NOMO1 resistant clone	SL98447	DMSO	NOMO1_resistant_clone.DMSO
SAMN03744030	SRR2045100	2016-01-07T15:57:17Z	2015-05-30T02:06:58Z	25251527	2525152700	25251527	100	920		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045100/SRR2045100.1	SRX1043792		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949237	simple	9606	Homo sapiens	GSM1700516							no					GEO	SRA270447		public	0177F2E5682018FEED1B4F5785F88DE0	7E0EF40DD8F0A2300AC4C4FD7FA653E9	3744030	NOMO1R_DMSO_1	Constellation Pharmaceuticals	9606	SRS949237	GSM1700516	NOMO1	NOMO1 resistant clone	SL98447	DMSO	NOMO1_resistant_clone.DMSO
SAMN03744031	SRR2045101	2016-01-07T15:57:17Z	2015-05-30T02:06:42Z	24376748	2437674800	24376748	100	888		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045101/SRR2045101.1	SRX1043793		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949236	simple	9606	Homo sapiens	GSM1700517							no					GEO	SRA270447		public	9BAE36C2EDE0DABD57A4E7F2230EF8D8	0C8ACD8E82CE54528EA36EB1EFB924A1	3744031	NOMO1R_CPI203_1	Constellation Pharmaceuticals	9606	SRS949236	GSM1700517	NOMO1	NOMO1 resistant clone	SL98448	CPI203	NOMO1_resistant_clone.CPI203
SAMN03744031	SRR2045102	2016-01-07T15:57:17Z	2015-05-30T02:06:41Z	24339468	2433946800	24339468	100	884		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045102/SRR2045102.1	SRX1043793		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949236	simple	9606	Homo sapiens	GSM1700517							no					GEO	SRA270447		public	6865D23F07C41760D1DCF5E135AA1364	147A9AB58BEC39336E06B5B29396B667	3744031	NOMO1R_CPI203_1	Constellation Pharmaceuticals	9606	SRS949236	GSM1700517	NOMO1	NOMO1 resistant clone	SL98448	CPI203	NOMO1_resistant_clone.CPI203
SAMN03744032	SRR2045103	2016-01-07T15:57:17Z	2015-05-30T02:06:25Z	22623998	2262399800	22623998	100	824		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045103/SRR2045103.1	SRX1043794		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949235	simple	9606	Homo sapiens	GSM1700518							no					GEO	SRA270447		public	08BC1A3CC24BC676831605F5CEB299EC	58B5105D8E9559F15621EBF409BACD70	3744032	NOMO1_DMSO_2	Constellation Pharmaceuticals	9606	SRS949235	GSM1700518	NOMO1	NOMO1 parental	SL98449	DMSO	NOMO1_parental.DMSO
SAMN03744032	SRR2045104	2016-01-07T15:57:17Z	2015-05-30T02:06:17Z	22634680	2263468000	22634680	100	823		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045104/SRR2045104.1	SRX1043794		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949235	simple	9606	Homo sapiens	GSM1700518							no					GEO	SRA270447		public	B735EC0E259A10A5B3B596B0DB0B201C	B5BDC54AFE14723B98F56FA134C3DFF8	3744032	NOMO1_DMSO_2	Constellation Pharmaceuticals	9606	SRS949235	GSM1700518	NOMO1	NOMO1 parental	SL98449	DMSO	NOMO1_parental.DMSO
SAMN03744033	SRR2045105	2016-01-07T15:57:17Z	2015-05-30T02:06:37Z	24818817	2481881700	24818817	100	905		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045105/SRR2045105.1	SRX1043795		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949234	simple	9606	Homo sapiens	GSM1700519							no					GEO	SRA270447		public	6DF22D001897981513E14A59A8DC0CE9	F0701A1F4A0C69C0A80D0DDCEF4FAA39	3744033	NOMO1_CPI203_2	Constellation Pharmaceuticals	9606	SRS949234	GSM1700519	NOMO1	NOMO1 parental	SL98450	CPI203	NOMO1_parental.CPI203
SAMN03744033	SRR2045106	2016-01-07T15:57:17Z	2015-05-30T02:06:59Z	24803033	2480303300	24803033	100	903		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045106/SRR2045106.1	SRX1043795		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949234	simple	9606	Homo sapiens	GSM1700519							no					GEO	SRA270447		public	099B915747EA3CC15C6BD67B51A2C3AB	2C88221836899937FEEA88B629EA2BAF	3744033	NOMO1_CPI203_2	Constellation Pharmaceuticals	9606	SRS949234	GSM1700519	NOMO1	NOMO1 parental	SL98450	CPI203	NOMO1_parental.CPI203
SAMN03744034	SRR2045107	2016-01-07T15:57:17Z	2015-05-30T02:07:06Z	25236200	2523620000	25236200	100	917		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045107/SRR2045107.1	SRX1043796		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949233	simple	9606	Homo sapiens	GSM1700520							no					GEO	SRA270447		public	A72D62CE9CED0E294A5C7C6882581A04	A1965EF2CB339A6B885FED26F5E677FA	3744034	NOMO1R_DMSO_2	Constellation Pharmaceuticals	9606	SRS949233	GSM1700520	NOMO1	NOMO1 resistant clone	SL98451	DMSO	NOMO1_resistant_clone.DMSO
SAMN03744034	SRR2045108	2016-01-07T15:57:17Z	2015-05-30T02:07:10Z	25244930	2524493000	25244930	100	915		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045108/SRR2045108.1	SRX1043796		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949233	simple	9606	Homo sapiens	GSM1700520							no					GEO	SRA270447		public	52F366B14AC0862DCA1C5ED54A0C2318	D42E5CBE5616760B062F16801C552D9D	3744034	NOMO1R_DMSO_2	Constellation Pharmaceuticals	9606	SRS949233	GSM1700520	NOMO1	NOMO1 resistant clone	SL98451	DMSO	NOMO1_resistant_clone.DMSO
SAMN03744035	SRR2045109	2016-01-07T15:57:17Z	2015-05-30T02:06:25Z	24607414	2460741400	24607414	100	893		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045109/SRR2045109.1	SRX1043797		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949232	simple	9606	Homo sapiens	GSM1700521							no					GEO	SRA270447		public	C3C91D6CF4DF25CC2FBC72EA777E5D34	262CA11A35E149CC77ABA0368C1168FC	3744035	NOMO1R_CPI203_2	Constellation Pharmaceuticals	9606	SRS949232	GSM1700521	NOMO1	NOMO1 resistant clone	SL98452	CPI203	NOMO1_resistant_clone.CPI203
SAMN03744035	SRR2045110	2016-01-07T15:57:17Z	2015-05-30T01:58:41Z	24606087	2460608700	24606087	100	891		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045110/SRR2045110.1	SRX1043797		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949232	simple	9606	Homo sapiens	GSM1700521							no					GEO	SRA270447		public	612F25D367DAC160E82F5615ABC60CB4	058E5A092F0CBD3AA73CA0977CA8724E	3744035	NOMO1R_CPI203_2	Constellation Pharmaceuticals	9606	SRS949232	GSM1700521	NOMO1	NOMO1 resistant clone	SL98452	CPI203	NOMO1_resistant_clone.CPI203
