BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	genotype/variation	source_name	treatment	group
SAMN11810165	SRR9104927	2019-08-30T16:32:10Z	2019-05-22T04:32:50Z	27377284	2053296300	0	75	622	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9104927/SRR9104927.1	SRX5879878		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802641	simple	9606	Homo sapiens	GSM3790492							no					GEO	SRA889226		public	C297AED37D93336E942B43A4171E799F	F97355B0E23B13AD0FAEB7595E8AFB74	11810165	MOLM13 DMSO R282W_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802641	GSM3790492	MOLM13	R282W	Acute myeloid leukemia cell line	DMSO	MOLM13.R282W.DMSO
SAMN11810164	SRR9104928	2019-08-30T16:32:10Z	2019-05-22T04:30:10Z	14870392	1115279400	0	75	358	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104928/SRR9104928.1	SRX5879879		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802642	simple	9606	Homo sapiens	GSM3790493							no					GEO	SRA889226		public	BD5F8DC48ED3BE4A84D2F43F8A4F4C1E	254D121E7E22A8420DC0C96B7F2D8826	11810164	MOLM13 DMSO R282W_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802642	GSM3790493	MOLM13	R282W	Acute myeloid leukemia cell line	DMSO	MOLM13.R282W.DMSO
SAMN11810196	SRR9104929	2019-08-30T16:32:11Z	2019-05-22T04:28:35Z	15400827	1155062025	0	75	363	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9104929/SRR9104929.1	SRX5879880		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802643	simple	9606	Homo sapiens	GSM3790494							no					GEO	SRA889226		public	39806BAEB56652232FE47D728D091270	C56BC4C1EC98B03A280974F74A749B5D	11810196	MOLM13 DMSO KO_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802643	GSM3790494	MOLM13	KO	Acute myeloid leukemia cell line	DMSO	MOLM13.KO.DMSO
SAMN11810203	SRR9104930	2019-08-30T16:32:11Z	2019-05-22T04:32:35Z	34010749	2550806175	0	75	793	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9104930/SRR9104930.1	SRX5879881		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802644	simple	9606	Homo sapiens	GSM3790495							no					GEO	SRA889226		public	900FBD6B4F4055223CE304B3E7EBEBBD	C9BAD651F8975383892D30C6903C3EC7	11810203	MOLM13 DMSO KO_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802644	GSM3790495	MOLM13	KO	Acute myeloid leukemia cell line	DMSO	MOLM13.KO.DMSO
SAMN11810202	SRR9104931	2019-08-30T16:32:11Z	2019-05-22T04:28:37Z	13672716	1025453700	0	75	322	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9104931/SRR9104931.1	SRX5879882		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802645	simple	9606	Homo sapiens	GSM3790496							no					GEO	SRA889226		public	63E0497CFDD9D4870F52B864EF6B7D16	3E0E040AAE9196456B18BBB3CBEF802B	11810202	MOLM13 DMSO KO_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802645	GSM3790496	MOLM13	KO	Acute myeloid leukemia cell line	DMSO	MOLM13.KO.DMSO
SAMN11810201	SRR9104932	2019-08-30T16:32:11Z	2019-05-22T04:28:39Z	17307879	1298090925	0	75	403	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9104932/SRR9104932.1	SRX5879883		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802646	simple	9606	Homo sapiens	GSM3790497							no					GEO	SRA889226		public	4F8621DFD6AEFDE6E934B016E0983BDA	9CC9DC6CA92A3F7A778E4D7E412F7FBB	11810201	MOLM13 DMSO WT_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802646	GSM3790497	MOLM13	WT	Acute myeloid leukemia cell line	DMSO	MOLM13.WT.DMSO
SAMN11810200	SRR9104933	2019-08-30T16:32:11Z	2019-05-22T04:28:57Z	17683012	1326225900	0	75	421	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9104933/SRR9104933.1	SRX5879884		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802647	simple	9606	Homo sapiens	GSM3790498							no					GEO	SRA889226		public	8DB48AB33AF9D6E7CE27713CEA6B79B5	C2B4CFC329159FF062BD1E603CCE75A9	11810200	MOLM13 DMSO WT_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802647	GSM3790498	MOLM13	WT	Acute myeloid leukemia cell line	DMSO	MOLM13.WT.DMSO
SAMN11810199	SRR9104934	2019-08-30T16:32:11Z	2019-05-22T04:29:14Z	15589933	1169244975	0	75	364	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9104934/SRR9104934.1	SRX5879885		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802648	simple	9606	Homo sapiens	GSM3790499							no					GEO	SRA889226		public	53F29CCAA8B22775D03A61BFACCF594F	3E5BC379F79ACE4B21E2B02C61F7F7AD	11810199	MOLM13 DMSO WT_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802648	GSM3790499	MOLM13	WT	Acute myeloid leukemia cell line	DMSO	MOLM13.WT.DMSO
SAMN11810198	SRR9104935	2019-08-30T16:32:11Z	2019-05-22T04:31:39Z	20531743	1539880725	0	75	463	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9104935/SRR9104935.1	SRX5879886		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802649	simple	9606	Homo sapiens	GSM3790500							no					GEO	SRA889226		public	3E186B8FD329149A6B164691D05BDB44	31D3D147C1C8825F3B4B8301F3FD0393	11810198	MOLM13 Daunorubicin R175H_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802649	GSM3790500	MOLM13	R175H	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.R175H.Daunorubicin
SAMN11810197	SRR9104936	2019-08-30T16:32:11Z	2019-05-22T04:28:48Z	17849519	1338713925	0	75	400	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9104936/SRR9104936.1	SRX5879887		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802650	simple	9606	Homo sapiens	GSM3790501							no					GEO	SRA889226		public	793C7BDA1F40C85B0DDCE2854138E6BD	ADF065230B5794DF4CD7733F3F4F42E0	11810197	MOLM13 Daunorubicin R175H_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802650	GSM3790501	MOLM13	R175H	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.R175H.Daunorubicin
SAMN11810195	SRR9104937	2019-08-30T16:32:11Z	2019-05-22T04:30:37Z	20784829	1558862175	0	75	460	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104937/SRR9104937.1	SRX5879888		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802652	simple	9606	Homo sapiens	GSM3790502							no					GEO	SRA889226		public	3931A3DBE93721F0400D29CD6E9DF476	86FAD55E9ED0B8EAEE5074B55D70C23E	11810195	MOLM13 Daunorubicin R175H_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802652	GSM3790502	MOLM13	R175H	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.R175H.Daunorubicin
SAMN11810194	SRR9104938	2019-08-30T16:32:11Z	2019-05-22T04:29:44Z	22853036	1713977700	0	75	503	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104938/SRR9104938.1	SRX5879889		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802651	simple	9606	Homo sapiens	GSM3790503							no					GEO	SRA889226		public	DBACEBAA6EB1FD17ED0C8A9FFFE9966C	1988E8C46A974BFE2668B55979506106	11810194	MOLM13 Daunorubicin Y220C_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802651	GSM3790503	MOLM13	Y220C	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.Y220C.Daunorubicin
SAMN11810193	SRR9104939	2019-08-30T16:32:11Z	2019-05-22T04:30:13Z	20257282	1519296150	0	75	448	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104939/SRR9104939.1	SRX5879890		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802653	simple	9606	Homo sapiens	GSM3790504							no					GEO	SRA889226		public	E9585C70506D75ABF4CCCF7C80A3623C	B1E65324FC9A389ED76938420BB76470	11810193	MOLM13 Daunorubicin Y220C_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802653	GSM3790504	MOLM13	Y220C	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.Y220C.Daunorubicin
SAMN11810192	SRR9104940	2019-08-30T16:32:11Z	2019-05-22T04:30:08Z	19567481	1467561075	0	75	441	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104940/SRR9104940.1	SRX5879891		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802654	simple	9606	Homo sapiens	GSM3790505							no					GEO	SRA889226		public	B51CA5EC7A5E68E16B37036D78771B62	6A0BE9B032327168537F032EC2E80432	11810192	MOLM13 Daunorubicin Y220C_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802654	GSM3790505	MOLM13	Y220C	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.Y220C.Daunorubicin
SAMN11810191	SRR9104941	2019-08-30T16:32:11Z	2019-05-22T04:31:23Z	23282589	1746194175	0	75	517	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9104941/SRR9104941.1	SRX5879892		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802655	simple	9606	Homo sapiens	GSM3790506							no					GEO	SRA889226		public	6E2C864AA9C69064CE9213B4D4A51A13	CFB37FAEB7719F626985841A3DD8911F	11810191	MOLM13 Daunorubicin M237I_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802655	GSM3790506	MOLM13	M237I	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.M237I.Daunorubicin
SAMN11810190	SRR9104942	2019-08-30T16:32:11Z	2019-05-22T04:30:43Z	21769398	1632704850	0	75	484	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104942/SRR9104942.1	SRX5879893		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802656	simple	9606	Homo sapiens	GSM3790507							no					GEO	SRA889226		public	CA498906DC452C8EFB5E4E2F1931CD67	2826A53AA35144189A38D499B1C2982B	11810190	MOLM13 Daunorubicin M237I_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802656	GSM3790507	MOLM13	M237I	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.M237I.Daunorubicin
SAMN11810189	SRR9104943	2019-08-30T16:32:11Z	2019-05-22T04:30:53Z	19746117	1480958775	0	75	441	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9104943/SRR9104943.1	SRX5879894		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802657	simple	9606	Homo sapiens	GSM3790508							no					GEO	SRA889226		public	C17418CE95B45167F4B820DFD39AAC12	6951EAB00C5BEC3B396ABBF0485FD3FD	11810189	MOLM13 Daunorubicin M237I_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802657	GSM3790508	MOLM13	M237I	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.M237I.Daunorubicin
SAMN11810188	SRR9104944	2019-08-30T16:32:11Z	2019-05-22T04:29:34Z	23116887	1733766525	0	75	510	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104944/SRR9104944.1	SRX5879895		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802658	simple	9606	Homo sapiens	GSM3790509							no					GEO	SRA889226		public	F6B435E5CA353D77AA34FCC6FE77C4A3	C842C2CE8A1F0C769E3CC9AAD3BACAD4	11810188	MOLM13 Daunorubicin R248Q_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802658	GSM3790509	MOLM13	R248Q	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.R248Q.Daunorubicin
SAMN11810187	SRR9104945	2019-08-30T16:32:11Z	2019-05-22T04:31:12Z	21472160	1610412000	0	75	474	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9104945/SRR9104945.1	SRX5879896		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802659	simple	9606	Homo sapiens	GSM3790510							no					GEO	SRA889226		public	F3A239AC7808BBFA14A15359420C689F	0883515F80918B2D3C9DA2A3436E3496	11810187	MOLM13 Daunorubicin R248Q_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802659	GSM3790510	MOLM13	R248Q	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.R248Q.Daunorubicin
SAMN11810122	SRR9104946	2019-08-30T16:32:11Z	2019-05-22T04:31:21Z	17590705	1319302875	0	75	393	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9104946/SRR9104946.1	SRX5879897		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802660	simple	9606	Homo sapiens	GSM3790511							no					GEO	SRA889226		public	1FE18582B06BFFCF5C88F9900762211B	C8E71994D7823AF12A241475F136F2A1	11810122	MOLM13 Daunorubicin R248Q_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802660	GSM3790511	MOLM13	R248Q	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.R248Q.Daunorubicin
SAMN11810163	SRR9104947	2019-08-30T16:32:11Z	2019-05-22T04:30:06Z	22114188	1658564100	0	75	491	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104947/SRR9104947.1	SRX5879898		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802661	simple	9606	Homo sapiens	GSM3790512							no					GEO	SRA889226		public	19C7983CB4FADAD8367552D830E12830	6D27D783E342BC62306514F29ABF32B2	11810163	MOLM13 Daunorubicin R273H_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802661	GSM3790512	MOLM13	R273H	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.R273H.Daunorubicin
SAMN11810162	SRR9104948	2019-08-30T16:32:11Z	2019-05-22T04:30:39Z	23938610	1795395750	0	75	526	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104948/SRR9104948.1	SRX5879899		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802662	simple	9606	Homo sapiens	GSM3790513							no					GEO	SRA889226		public	18CE40D78D35A48D1A7CDE8D939A5318	7B13D6C01D09EDDBA6F3E69EB8684DAF	11810162	MOLM13 Daunorubicin R273H_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802662	GSM3790513	MOLM13	R273H	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.R273H.Daunorubicin
SAMN11810161	SRR9104949	2019-08-30T16:32:11Z	2019-05-22T04:31:25Z	20542582	1540693650	0	75	460	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9104949/SRR9104949.1	SRX5879900		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802663	simple	9606	Homo sapiens	GSM3790514							no					GEO	SRA889226		public	9ED0DC7E1FE6A49FCFF673DC49662E25	0DED088C05DA387A14F7ECED0E43C332	11810161	MOLM13 Daunorubicin R273H_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802663	GSM3790514	MOLM13	R273H	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.R273H.Daunorubicin
SAMN11810160	SRR9104950	2019-08-30T16:32:11Z	2019-05-22T04:29:45Z	20517444	1538808300	0	75	459	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104950/SRR9104950.1	SRX5879901		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802664	simple	9606	Homo sapiens	GSM3790515							no					GEO	SRA889226		public	670A433C899E8353E0C09411D2DF93A2	00C7D42B43CE685F889D55D56A4ACBDC	11810160	MOLM13 Daunorubicin R282W_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802664	GSM3790515	MOLM13	R282W	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.R282W.Daunorubicin
SAMN11810159	SRR9104951	2019-08-30T16:32:11Z	2019-05-22T04:30:58Z	22631218	1697341350	0	75	495	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9104951/SRR9104951.1	SRX5879902		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802665	simple	9606	Homo sapiens	GSM3790516							no					GEO	SRA889226		public	79E0774EC3B2638433BA5B8B859EF46C	03A580368786AD6F0DB9201C762B6A77	11810159	MOLM13 Daunorubicin R282W_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802665	GSM3790516	MOLM13	R282W	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.R282W.Daunorubicin
SAMN11810158	SRR9104952	2019-08-30T16:32:11Z	2019-05-22T04:30:02Z	17453042	1308978150	0	75	395	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104952/SRR9104952.1	SRX5879903		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802666	simple	9606	Homo sapiens	GSM3790517							no					GEO	SRA889226		public	23E3F3709CB0CF99F229625A0CFE805D	2BB05707B8E6182DBB97C4261CF50D54	11810158	MOLM13 Daunorubicin R282W_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802666	GSM3790517	MOLM13	R282W	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.R282W.Daunorubicin
SAMN11810157	SRR9104953	2019-08-30T16:32:11Z	2019-05-22T04:29:28Z	21736587	1630244025	0	75	484	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9104953/SRR9104953.1	SRX5879904		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802667	simple	9606	Homo sapiens	GSM3790518							no					GEO	SRA889226		public	FCEEEC30A018DCDA04F032BE7CCC47F3	E5F5B7C5429BF34EFB9E9D2C5A9044C5	11810157	MOLM13 Daunorubicin KO_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802667	GSM3790518	MOLM13	KO	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.KO.Daunorubicin
SAMN11810156	SRR9104954	2019-08-30T16:32:11Z	2019-05-22T04:31:02Z	21942438	1645682850	0	75	489	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9104954/SRR9104954.1	SRX5879905		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802669	simple	9606	Homo sapiens	GSM3790519							no					GEO	SRA889226		public	B8B750CC83E7EBDE79904AE49E873A47	EAF66781897EC429EB9ADEEE51AAE24C	11810156	MOLM13 Daunorubicin KO_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802669	GSM3790519	MOLM13	KO	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.KO.Daunorubicin
SAMN11810155	SRR9104955	2019-08-30T16:32:11Z	2019-05-22T04:41:54Z	44004538	3300340350	0	75	969	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9104955/SRR9104955.1	SRX5879906		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802668	simple	9606	Homo sapiens	GSM3790520							no					GEO	SRA889226		public	159884ED61208328C61D15651C3EDADE	2D0DFBC83A46B140EC7FD5FA47028D90	11810155	MOLM13 Daunorubicin KO_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802668	GSM3790520	MOLM13	KO	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.KO.Daunorubicin
SAMN11810154	SRR9104956	2019-08-30T16:32:11Z	2019-05-22T04:29:51Z	22958317	1721873775	0	75	515	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104956/SRR9104956.1	SRX5879907		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802670	simple	9606	Homo sapiens	GSM3790521							no					GEO	SRA889226		public	CD931CAE7D963672C4E658B94A1F61F3	4E0CCE6EA14FD8030BDD17EE183022F6	11810154	MOLM13 Daunorubicin WT_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802670	GSM3790521	MOLM13	WT	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.WT.Daunorubicin
SAMN11810153	SRR9104957	2019-08-30T16:32:11Z	2019-05-22T04:30:36Z	18700052	1402503900	0	75	436	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104957/SRR9104957.1	SRX5879908		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802671	simple	9606	Homo sapiens	GSM3790522							no					GEO	SRA889226		public	EE552388740D47176335826461B29610	7AEB5CAE1EA1B4F71FB294B3411545C4	11810153	MOLM13 Daunorubicin WT_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802671	GSM3790522	MOLM13	WT	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.WT.Daunorubicin
SAMN11810152	SRR9104958	2019-08-30T16:32:11Z	2019-05-22T04:31:23Z	18518882	1388916150	0	75	414	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9104958/SRR9104958.1	SRX5879909		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802672	simple	9606	Homo sapiens	GSM3790523							no					GEO	SRA889226		public	2F600D1CD7B5DA915F344F2EB79B9B68	EEC4B8994C34F6864287D3135B6B3FDB	11810152	MOLM13 Daunorubicin WT_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802672	GSM3790523	MOLM13	WT	Acute myeloid leukemia cell line	Daunorubicin	MOLM13.WT.Daunorubicin
