accession	uid	title	organization	taxonomy	sra	geo	batch	cell line	compound	source_name	time-point
SAMN06611568	6611568	DMSO__24 [CR13C2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054518	GSM2540154	12A	H-STS NET	DMSO	H-STS NET cell line, DMSO, 24h	24h
SAMN06611569	6611569	Ciclopirox_3_24 [CR13A7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054520	GSM2540153	12A	H-STS NET	Ciclopirox	H-STS NET cell line, Ciclopirox, 24h	24h
SAMN06611570	6611570	Methanol__24 [CR13B5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054522	GSM2540152	12B	H-STS NET	Methanol	H-STS NET cell line, Methanol, 24h	24h
SAMN06611571	6611571	Methanol__24 [CR13B4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054519	GSM2540151	12B	H-STS NET	Methanol	H-STS NET cell line, Methanol, 24h	24h
SAMN06611572	6611572	CAY10618 in Methanol_7.4_24 [CR13A6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054516	GSM2540150	12B	H-STS NET	CAY10618 in Methanol	H-STS NET cell line, CAY10618 in Methanol, 24h	24h
SAMN06611573	6611573	CAY10618 in Methanol_7.4_24 [CR13A5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054517	GSM2540149	12B	H-STS NET	CAY10618 in Methanol	H-STS NET cell line, CAY10618 in Methanol, 24h	24h
SAMN06611574	6611574	BYL719_19.4_24 [CR13D2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054515	GSM2540147	12A	H-STS NET	BYL719	H-STS NET cell line, BYL719, 24h	24h
SAMN06611575	6611575	BKM120_1.2_24 [CR13A4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054510	GSM2540146	12A	H-STS NET	BKM120	H-STS NET cell line, BKM120, 24h	24h
SAMN06611576	6611576	BKM120_1.2_24 [CR13A3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054512	GSM2540145	12A	H-STS NET	BKM120	H-STS NET cell line, BKM120, 24h	24h
SAMN06611577	6611577	BIO_3_24 [CR13A2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054513	GSM2540144	12A	H-STS NET	BIO	H-STS NET cell line, BIO, 24h	24h
SAMN06611578	6611578	ML210_0.04_24 [CR08C5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054333	GSM2539964	8	H-STS NET	ML210	H-STS NET cell line, ML210, 24h	24h
SAMN06611579	6611579	MK-1775_0.08_24 [CR08D9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054331	GSM2539963	8	H-STS NET	MK-1775	H-STS NET cell line, MK-1775, 24h	24h
SAMN06611580	6611580	MK-1775_0.08_24 [CR08D10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054329	GSM2539962	8	H-STS NET	MK-1775	H-STS NET cell line, MK-1775, 24h	24h
SAMN06611581	6611581	Mitomycin C_0.44_24 [CR08C9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054328	GSM2539961	8	H-STS NET	Mitomycin C	H-STS NET cell line, Mitomycin C, 24h	24h
SAMN06611582	6611582	Mitomycin C_0.44_24 [CR08C10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054325	GSM2539960	8	H-STS NET	Mitomycin C	H-STS NET cell line, Mitomycin C, 24h	24h
SAMN06611583	6611583	Mithramycin A_0.024_24 [CR08C4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054327	GSM2539959	8	H-STS NET	Mithramycin A	H-STS NET cell line, Mithramycin A, 24h	24h
SAMN06611584	6611584	Mithramycin A_0.024_24 [CR08C3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054326	GSM2539958	8	H-STS NET	Mithramycin A	H-STS NET cell line, Mithramycin A, 24h	24h
SAMN06611585	6611585	MG-132_0.25_24 [CR08D8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054324	GSM2539957	8	H-STS NET	MG-132	H-STS NET cell line, MG-132, 24h	24h
SAMN06611586	6611586	MG-132_0.25_24 [CR08D7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054323	GSM2539956	8	H-STS NET	MG-132	H-STS NET cell line, MG-132, 24h	24h
SAMN06611587	6611587	Manumycin A_4.32_24 [CR08D2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054322	GSM2539955	8	H-STS NET	Manumycin A	H-STS NET cell line, Manumycin A, 24h	24h
SAMN06611588	6611588	Vincristine_0.0008_24 [CR11D5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054455	GSM2540091	11A	H-STS NET	Vincristine	H-STS NET cell line, Vincristine, 24h	24h
SAMN06611589	6611589	Rosiglitazone_20_24 [CR11C9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054457	GSM2540090	11A	H-STS NET	Rosiglitazone	H-STS NET cell line, Rosiglitazone, 24h	24h
SAMN06611590	6611590	Rosiglitazone_20_24 [CR11C10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054456	GSM2540089	11A	H-STS NET	Rosiglitazone	H-STS NET cell line, Rosiglitazone, 24h	24h
SAMN06611591	6611591	Parbendazole_0.054_24 [CR11C12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054459	GSM2540088	11A	H-STS NET	Parbendazole	H-STS NET cell line, Parbendazole, 24h	24h
SAMN06611592	6611592	Parbendazole_0.054_24 [CR11C11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054454	GSM2540087	11A	H-STS NET	Parbendazole	H-STS NET cell line, Parbendazole, 24h	24h
SAMN06611593	6611593	Epigallocatechin gallate_15.12_24 [CR11D4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054453	GSM2540086	11A	H-STS NET	Epigallocatechin gallate	H-STS NET cell line, Epigallocatechin gallate, 24h	24h
SAMN06611594	6611594	Epigallocatechin gallate_15.12_24 [CR11D3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054450	GSM2540085	11A	H-STS NET	Epigallocatechin gallate	H-STS NET cell line, Epigallocatechin gallate, 24h	24h
SAMN06611595	6611595	Cerulenin_0.68_6 [CR06A11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054211	GSM2539844	6	H-STS NET	Cerulenin	H-STS NET cell line, Cerulenin, 6h	6h
SAMN06611596	6611596	Brivanib_7_6 [CR06A6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054210	GSM2539843	6	H-STS NET	Brivanib	H-STS NET cell line, Brivanib, 6h	6h
SAMN06611597	6611597	Brivanib_7_6 [CR06A5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054209	GSM2539842	6	H-STS NET	Brivanib	H-STS NET cell line, Brivanib, 6h	6h
SAMN06611598	6611598	Bexarotene_20_6 [CR06B9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054208	GSM2539841	6	H-STS NET	Bexarotene	H-STS NET cell line, Bexarotene, 6h	6h
SAMN06611599	6611599	Bexarotene_20_6 [CR06B10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054207	GSM2539840	6	H-STS NET	Bexarotene	H-STS NET cell line, Bexarotene, 6h	6h
SAMN06611600	6611600	Bardoxolone methyl_0.15_6 [CR06A9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054206	GSM2539839	6	H-STS NET	Bardoxolone methyl	H-STS NET cell line, Bardoxolone methyl, 6h	6h
SAMN06611601	6611601	Bardoxolone methyl_0.15_6 [CR06A10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054205	GSM2539838	6	H-STS NET	Bardoxolone methyl	H-STS NET cell line, Bardoxolone methyl, 6h	6h
SAMN06611602	6611602	Bafetinib_3.24_6 [CR06A4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054204	GSM2539837	6	H-STS NET	Bafetinib	H-STS NET cell line, Bafetinib, 6h	6h
SAMN06611603	6611603	Bafetinib_3.24_6 [CR06A3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054203	GSM2539836	6	H-STS NET	Bafetinib	H-STS NET cell line, Bafetinib, 6h	6h
SAMN06611604	6611604	AZD7762_0.03_6 [CR06B8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054202	GSM2539835	6	H-STS NET	AZD7762	H-STS NET cell line, AZD7762, 6h	6h
SAMN06611605	6611605	AZD7762_0.03_6 [CR06B7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054201	GSM2539834	6	H-STS NET	AZD7762	H-STS NET cell line, AZD7762, 6h	6h
SAMN06611606	6611606	AZD6482_0.322_6 [CR06B2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054200	GSM2539833	6	H-STS NET	AZD6482	H-STS NET cell line, AZD6482, 6h	6h
SAMN06611607	6611607	AZD6482_0.322_6 [CR06B1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054199	GSM2539832	6	H-STS NET	AZD6482	H-STS NET cell line, AZD6482, 6h	6h
SAMN06611608	6611608	Afatinib_1_6 [CR06A8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054198	GSM2539831	6	H-STS NET	Afatinib	H-STS NET cell line, Afatinib, 6h	6h
SAMN06611609	6611609	Afatinib_1_6 [CR06A7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054197	GSM2539830	6	H-STS NET	Afatinib	H-STS NET cell line, Afatinib, 6h	6h
SAMN06611610	6611610	(5Z)-7-Oxozeanol_0.22_6 [CR06A2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054194	GSM2539829	6	H-STS NET	(5Z)-7-Oxozeanol	H-STS NET cell line, (5Z)-7-Oxozeanol, 6h	6h
SAMN06611611	6611611	(5Z)-7-Oxozeanol_0.22_6 [CR06A1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054196	GSM2539828	6	H-STS NET	(5Z)-7-Oxozeanol	H-STS NET cell line, (5Z)-7-Oxozeanol, 6h	6h
SAMN06611612	6611612	Piperlongumine_1.04_24 [CR05D12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054195	GSM2539827	5	H-STS NET	Piperlongumine	H-STS NET cell line, Piperlongumine, 24h	24h
SAMN06611613	6611613	Piperlongumine_1.04_24 [CR05D11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054193	GSM2539826	5	H-STS NET	Piperlongumine	H-STS NET cell line, Piperlongumine, 24h	24h
SAMN06611614	6611614	Panobinostat_0.005_24 [CR05D6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054192	GSM2539825	5	H-STS NET	Panobinostat	H-STS NET cell line, Panobinostat, 24h	24h
SAMN06611615	6611615	Panobinostat_0.005_24 [CR05D5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054190	GSM2539824	5	H-STS NET	Panobinostat	H-STS NET cell line, Panobinostat, 24h	24h
SAMN06611616	6611616	MST-312_1.68_24 [CR05C6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054191	GSM2539823	5	H-STS NET	MST-312	H-STS NET cell line, MST-312, 24h	24h
SAMN06611617	6611617	MST-312_1.68_24 [CR05C5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054189	GSM2539822	5	H-STS NET	MST-312	H-STS NET cell line, MST-312, 24h	24h
SAMN06611618	6611618	KW 2449_5.52_24 [CR05D9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054187	GSM2539821	5	H-STS NET	KW 2449	H-STS NET cell line, KW 2449, 24h	24h
SAMN06611619	6611619	KW 2449_5.52_24 [CR05D10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054188	GSM2539820	5	H-STS NET	KW 2449	H-STS NET cell line, KW 2449, 24h	24h
SAMN06611620	6611620	KHS101_1.2_24 [CR05C9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054186	GSM2539819	5	H-STS NET	KHS101	H-STS NET cell line, KHS101, 24h	24h
SAMN06611621	6611621	KHS101_1.2_24 [CR05C10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054185	GSM2539818	5	H-STS NET	KHS101	H-STS NET cell line, KHS101, 24h	24h
SAMN06611622	6611622	JNJ-26854165_0.6_24 [CR05C4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054184	GSM2539817	5	H-STS NET	JNJ-26854165	H-STS NET cell line, JNJ-26854165, 24h	24h
SAMN06611623	6611623	JNJ-26854165_0.6_24 [CR05C3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054183	GSM2539816	5	H-STS NET	JNJ-26854165	H-STS NET cell line, JNJ-26854165, 24h	24h
SAMN06611624	6611624	GSK461364_0.05_24 [CR05D8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054182	GSM2539815	5	H-STS NET	GSK461364	H-STS NET cell line, GSK461364, 24h	24h
SAMN06611625	6611625	YK-4-279_0.065_24 [CR1E08]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054030	GSM2539664	1	H-STS NET	YK-4-279	H-STS NET cell line, YK-4-279, 24h	24h
SAMN06611626	6611626	YK-4-279_0.65_24 [CR1E07]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054031	GSM2539663	1	H-STS NET	YK-4-279	H-STS NET cell line, YK-4-279, 24h	24h
SAMN06611627	6611627	Topotecan_0.00138_24 [CR1E06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054029	GSM2539662	1	H-STS NET	Topotecan	H-STS NET cell line, Topotecan, 24h	24h
SAMN06611628	6611628	Topotecan_0.0138_24 [CR1E05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054028	GSM2539661	1	H-STS NET	Topotecan	H-STS NET cell line, Topotecan, 24h	24h
SAMN06611629	6611629	Tivantinib_0.0709_24 [CR1E04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054027	GSM2539660	1	H-STS NET	Tivantinib	H-STS NET cell line, Tivantinib, 24h	24h
SAMN06611630	6611630	Tivantinib_0.709_24 [CR1E03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054026	GSM2539659	1	H-STS NET	Tivantinib	H-STS NET cell line, Tivantinib, 24h	24h
SAMN06611631	6611631	MK-2206_0.684_24 [CR1E02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054025	GSM2539658	1	H-STS NET	MK-2206	H-STS NET cell line, MK-2206, 24h	24h
SAMN06611632	6611632	MK-2206_6.84_24 [CR1E01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054024	GSM2539657	1	H-STS NET	MK-2206	H-STS NET cell line, MK-2206, 24h	24h
SAMN06611633	6611633	YK-4-279_0.065_6 [CR1D12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054023	GSM2539656	1	H-STS NET	YK-4-279	H-STS NET cell line, YK-4-279, 6h	6h
SAMN06611634	6611634	YK-4-279_0.65_6 [CR1D11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054022	GSM2539655	1	H-STS NET	YK-4-279	H-STS NET cell line, YK-4-279, 6h	6h
SAMN06611635	6611635	Topotecan_0.00138_6 [CR1D10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054020	GSM2539653	1	H-STS NET	Topotecan	H-STS NET cell line, Topotecan, 6h	6h
SAMN06611636	6611636	Topotecan_0.0138_6 [CR1D09]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054021	GSM2539651	1	H-STS NET	Topotecan	H-STS NET cell line, Topotecan, 6h	6h
SAMN06611637	6611637	Tivantinib_0.0709_6 [CR1D08]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054019	GSM2539649	1	H-STS NET	Tivantinib	H-STS NET cell line, Tivantinib, 6h	6h
SAMN06611638	6611638	Tivantinib_0.709_6 [CR1D07]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054018	GSM2539647	1	H-STS NET	Tivantinib	H-STS NET cell line, Tivantinib, 6h	6h
SAMN06611639	6611639	MK-2206_0.684_6 [CR1D06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054017	GSM2539645	1	H-STS NET	MK-2206	H-STS NET cell line, MK-2206, 6h	6h
SAMN06611640	6611640	MK-2206_6.84_6 [CR1D05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054016	GSM2539644	1	H-STS NET	MK-2206	H-STS NET cell line, MK-2206, 6h	6h
SAMN06611641	6611641	YK-4-279_0.065_6 [CR1D04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054015	GSM2539643	1	H-STS NET	YK-4-279	H-STS NET cell line, YK-4-279, 6h	6h
SAMN06611642	6611642	YK-4-279_0.65_6 [CR1D03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054014	GSM2539641	1	H-STS NET	YK-4-279	H-STS NET cell line, YK-4-279, 6h	6h
SAMN06611643	6611643	Topotecan_0.00138_6 [CR1D02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054013	GSM2539640	1	H-STS NET	Topotecan	H-STS NET cell line, Topotecan, 6h	6h
SAMN06611644	6611644	Topotecan_0.0138_6 [CR1D01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054012	GSM2539639	1	H-STS NET	Topotecan	H-STS NET cell line, Topotecan, 6h	6h
SAMN06611645	6611645	Tivantinib_0.0709_6 [CR1C12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054011	GSM2539638	1	H-STS NET	Tivantinib	H-STS NET cell line, Tivantinib, 6h	6h
SAMN06611646	6611646	Tivantinib_0.709_6 [CR1C11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054010	GSM2539637	1	H-STS NET	Tivantinib	H-STS NET cell line, Tivantinib, 6h	6h
SAMN06611647	6611647	MK-2206_0.684_6 [CR1C10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054009	GSM2539636	1	H-STS NET	MK-2206	H-STS NET cell line, MK-2206, 6h	6h
SAMN06611648	6611648	MK-2206_6.84_6 [CR1C09]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054008	GSM2539635	1	H-STS NET	MK-2206	H-STS NET cell line, MK-2206, 6h	6h
SAMN06611649	6611649	Imatinib_2_24 [CR1C08]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054007	GSM2539634	1	H-STS NET	Imatinib	H-STS NET cell line, Imatinib, 24h	24h
SAMN06611650	6611650	Imatinib_20_24 [CR1C07]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054006	GSM2539633	1	H-STS NET	Imatinib	H-STS NET cell line, Imatinib, 24h	24h
SAMN06611651	6611651	Entinostat_0.684_24 [CR1C06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054005	GSM2539632	1	H-STS NET	Entinostat	H-STS NET cell line, Entinostat, 24h	24h
SAMN06611652	6611652	Entinostat_6.84_24 [CR1C05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054004	GSM2539631	1	H-STS NET	Entinostat	H-STS NET cell line, Entinostat, 24h	24h
SAMN06611653	6611653	Belinostat_0.0325_24 [CR1C03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054002	GSM2539629	1	H-STS NET	Belinostat	H-STS NET cell line, Belinostat, 24h	24h
SAMN06611654	6611654	AZD8055_2_24 [CR1C02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054001	GSM2539628	1	H-STS NET	AZD8055	H-STS NET cell line, AZD8055, 24h	24h
SAMN06611655	6611655	Fluvastatin_0.76_24 [CR04D12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054152	GSM2539784	4	H-STS NET	Fluvastatin	H-STS NET cell line, Fluvastatin, 24h	24h
SAMN06611656	6611656	Fluvastatin_0.76_24 [CR04D11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054149	GSM2539783	4	H-STS NET	Fluvastatin	H-STS NET cell line, Fluvastatin, 24h	24h
SAMN06611657	6611657	Flavopiridol_0.048_24 [CR04D10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054150	GSM2539782	4	H-STS NET	Flavopiridol	H-STS NET cell line, Flavopiridol, 24h	24h
SAMN06611658	6611658	Flavopiridol_0.048_24 [CR04D09]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054148	GSM2539781	4	H-STS NET	Flavopiridol	H-STS NET cell line, Flavopiridol, 24h	24h
SAMN06611659	6611659	Fingolimod_4_24 [CR04D08]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054147	GSM2539780	4	H-STS NET	Fingolimod	H-STS NET cell line, Fingolimod, 24h	24h
SAMN06611660	6611660	Fingolimod_4_24 [CR04D07]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054145	GSM2539779	4	H-STS NET	Fingolimod	H-STS NET cell line, Fingolimod, 24h	24h
SAMN06611661	6611661	DBeQ_1.6_24 [CR04D06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054146	GSM2539778	4	H-STS NET	DBeQ	H-STS NET cell line, DBeQ, 24h	24h
SAMN06611662	6611662	DBeQ_1.6_24 [CR04D05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054144	GSM2539777	4	H-STS NET	DBeQ	H-STS NET cell line, DBeQ, 24h	24h
SAMN06611663	6611663	CD-437_0.236_24 [CR04D04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054143	GSM2539776	4	H-STS NET	CD-437	H-STS NET cell line, CD-437, 24h	24h
SAMN06611664	6611664	CD-437_0.236_24 [CR04D03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054141	GSM2539775	4	H-STS NET	CD-437	H-STS NET cell line, CD-437, 24h	24h
SAMN06611665	6611665	DMSO__24 [CR04D02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054142	GSM2539774	4	H-STS NET	DMSO	H-STS NET cell line, DMSO, 24h	24h
SAMN06611666	6611666	DMSO__24 [CR04D01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054140	GSM2539773	4	H-STS NET	DMSO	H-STS NET cell line, DMSO, 24h	24h
SAMN06611667	6611667	Brefeldin A_0.042_24 [CR04C12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054139	GSM2539772	4	H-STS NET	Brefeldin A	H-STS NET cell line, Brefeldin A, 24h	24h
SAMN06611668	6611668	Brefeldin A_0.042_24 [CR04C11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054137	GSM2539771	4	H-STS NET	Brefeldin A	H-STS NET cell line, Brefeldin A, 24h	24h
SAMN06611669	6611669	BMS-754807_0.72_24 [CR04C08]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054136	GSM2539770	4	H-STS NET	BMS-754807	H-STS NET cell line, BMS-754807, 24h	24h
SAMN06611670	6611670	BMS-754807_0.72_24 [CR04C07]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054138	GSM2539769	4	H-STS NET	BMS-754807	H-STS NET cell line, BMS-754807, 24h	24h
SAMN06611671	6611671	BI-2536_0.009_24 [CR04C06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054135	GSM2539768	4	H-STS NET	BI-2536	H-STS NET cell line, BI-2536, 24h	24h
SAMN06611672	6611672	BI-2536_0.009_24 [CR04C05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054134	GSM2539767	4	H-STS NET	BI-2536	H-STS NET cell line, BI-2536, 24h	24h
SAMN06611673	6611673	At13387_0.07_24 [CR04C04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054132	GSM2539766	4	H-STS NET	At13387	H-STS NET cell line, At13387, 24h	24h
SAMN06611674	6611674	At13387_0.07_24 [CR04C03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054133	GSM2539765	4	H-STS NET	At13387	H-STS NET cell line, At13387, 24h	24h
SAMN06611675	6611675	Parthenolide_0.8_24 [CR04C02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054131	GSM2539764	4	H-STS NET	Parthenolide	H-STS NET cell line, Parthenolide, 24h	24h
SAMN06611676	6611676	Parthenolide_0.8_24 [CR04C01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054130	GSM2539763	4	H-STS NET	Parthenolide	H-STS NET cell line, Parthenolide, 24h	24h
SAMN06611677	6611677	Fluvastatin_0.76_6 [CR04B12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054129	GSM2539762	4	H-STS NET	Fluvastatin	H-STS NET cell line, Fluvastatin, 6h	6h
SAMN06611678	6611678	Fluvastatin_0.76_6 [CR04B11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054128	GSM2539761	4	H-STS NET	Fluvastatin	H-STS NET cell line, Fluvastatin, 6h	6h
SAMN06611679	6611679	Flavopiridol_0.048_6 [CR04B10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054127	GSM2539760	4	H-STS NET	Flavopiridol	H-STS NET cell line, Flavopiridol, 6h	6h
SAMN06611680	6611680	Flavopiridol_0.048_6 [CR04B09]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054126	GSM2539759	4	H-STS NET	Flavopiridol	H-STS NET cell line, Flavopiridol, 6h	6h
SAMN06611681	6611681	Fingolimod_4_6 [CR04B08]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054125	GSM2539758	4	H-STS NET	Fingolimod	H-STS NET cell line, Fingolimod, 6h	6h
SAMN06611682	6611682	Fingolimod_4_6 [CR04B07]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054124	GSM2539757	4	H-STS NET	Fingolimod	H-STS NET cell line, Fingolimod, 6h	6h
SAMN06611683	6611683	DBeQ_1.6_6 [CR04B06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054123	GSM2539756	4	H-STS NET	DBeQ	H-STS NET cell line, DBeQ, 6h	6h
SAMN06611684	6611684	DBeQ_1.6_6 [CR04B05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054122	GSM2539755	4	H-STS NET	DBeQ	H-STS NET cell line, DBeQ, 6h	6h
SAMN06611685	6611685	Mithramycin A_0.024_6 [CR08A3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054299	GSM2539934	8	H-STS NET	Mithramycin A	H-STS NET cell line, Mithramycin A, 6h	6h
SAMN06611686	6611686	MG-132_0.25_6 [CR08B8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054298	GSM2539933	8	H-STS NET	MG-132	H-STS NET cell line, MG-132, 6h	6h
