BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	cell type	passage	source_name	treatment	treatment time	group
SAMN12238005	SRR9660807	2019-12-30T16:23:26Z	2019-07-09T15:04:17Z	5112400	385908216	0	75	156		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660807.sralite.1	SRX6421774		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078647	simple	9606	Homo sapiens	GSM3934400							no					GEO	SRA919019		public	A0DAD1BAEE48ACC7ECFDEC9350469652	8A0BD82FEDE3F06184E396193E5F106D	12238005	Gbm2_Serum_2	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078647	GSM3934400	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Serum (FBS 10%)	3 days	GBM2.Serum..FBS.10...72hrs
SAMN12238005	SRR9660808	2019-12-30T16:23:26Z	2019-07-09T15:04:05Z	5252416	396477771	0	75	161		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660808.sralite.1	SRX6421774		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078647	simple	9606	Homo sapiens	GSM3934400							no					GEO	SRA919019		public	BFBE1A33FE42BBF53B946426D8727AD2	0FA63D2EE06B3D4F444C6A3192ED46D2	12238005	Gbm2_Serum_2	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078647	GSM3934400	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Serum (FBS 10%)	3 days	GBM2.Serum..FBS.10...72hrs
SAMN12238005	SRR9660809	2019-12-30T16:23:26Z	2019-07-09T15:04:09Z	5200537	392569387	0	75	159		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660809.sralite.1	SRX6421774		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078647	simple	9606	Homo sapiens	GSM3934400							no					GEO	SRA919019		public	24510ABFB3EF663F72A8F778FEBF673B	2C6B995383018692B8983A4044E60377	12238005	Gbm2_Serum_2	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078647	GSM3934400	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Serum (FBS 10%)	3 days	GBM2.Serum..FBS.10...72hrs
SAMN12238006	SRR9660802	2019-12-30T16:23:26Z	2019-07-09T15:04:14Z	5612263	423104535	0	75	172		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660802.sralite.1	SRX6421773		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078646	simple	9606	Homo sapiens	GSM3934399							no					GEO	SRA919019		public	AB3BAADE0AD01727F59828F96C406B19	1C5FEA06799DD384D9C1428A56EB7D6A	12238006	Gbm2_Serum_1	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078646	GSM3934399	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Serum (FBS 10%)	3 days	GBM2.Serum..FBS.10...72hrs
SAMN12238006	SRR9660803	2019-12-30T16:23:26Z	2019-07-09T15:03:58Z	5555449	418781970	0	75	170		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/660/SRR9660803.sralite.1	SRX6421773		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078646	simple	9606	Homo sapiens	GSM3934399							no					GEO	SRA919019		public	00CDC43A8A4954478F22348345EA03EA	DF1EB54DBFF68997ADE2631AEFB0BA98	12238006	Gbm2_Serum_1	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078646	GSM3934399	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Serum (FBS 10%)	3 days	GBM2.Serum..FBS.10...72hrs
SAMN12238006	SRR9660804	2019-12-30T16:23:26Z	2019-07-09T15:04:16Z	5700668	429715522	0	75	176		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660804.sralite.1	SRX6421773		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078646	simple	9606	Homo sapiens	GSM3934399							no					GEO	SRA919019		public	838DBA89FA7A08A4B82A37950358BFC4	6C8F1429A00E58BAED1F1020C28B7696	12238006	Gbm2_Serum_1	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078646	GSM3934399	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Serum (FBS 10%)	3 days	GBM2.Serum..FBS.10...72hrs
SAMN12238006	SRR9660805	2019-12-30T16:23:26Z	2019-07-09T15:04:25Z	5667369	427205784	0	75	175		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660805.sralite.1	SRX6421773		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078646	simple	9606	Homo sapiens	GSM3934399							no					GEO	SRA919019		public	3220B89C67D727FF9CB4B13C3DD09892	BDBDABDA13668D715A82837440AA144A	12238006	Gbm2_Serum_1	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078646	GSM3934399	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Serum (FBS 10%)	3 days	GBM2.Serum..FBS.10...72hrs
SAMN12238012	SRR9660798	2019-12-30T16:23:26Z	2019-07-09T15:03:56Z	4994466	376823673	0	75	153		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660798.sralite.1	SRX6421772		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078645	simple	9606	Homo sapiens	GSM3934398							no					GEO	SRA919019		public	B4661EF65BD3EA355626715776003F4F	37C34C6AEFDE33311C520D94D13803A4	12238012	Gbm2_Control_3	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078645	GSM3934398	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Untreated Control	3 days	GBM2.Untreated.Control.72hrs
SAMN12238012	SRR9660799	2019-12-30T16:23:26Z	2019-07-09T15:04:01Z	4938187	372548852	0	75	151		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/660/SRR9660799.sralite.1	SRX6421772		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078645	simple	9606	Homo sapiens	GSM3934398							no					GEO	SRA919019		public	1CDB3D95C65F7BFEF60FD93EB5E5084D	204C9F269B2F7F062B99D640C305B9C2	12238012	Gbm2_Control_3	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078645	GSM3934398	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Untreated Control	3 days	GBM2.Untreated.Control.72hrs
SAMN12238012	SRR9660800	2019-12-30T16:23:26Z	2019-07-09T15:03:43Z	5061939	381872674	0	75	156		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660800.sralite.1	SRX6421772		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078645	simple	9606	Homo sapiens	GSM3934398							no					GEO	SRA919019		public	4C8604BB99A9B66746FEF42768A90D64	CF92C4B0611C29C55E924A4FE624F5FB	12238012	Gbm2_Control_3	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078645	GSM3934398	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Untreated Control	3 days	GBM2.Untreated.Control.72hrs
SAMN12238012	SRR9660801	2019-12-30T16:23:26Z	2019-07-09T15:04:01Z	5035182	379855777	0	75	155		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/660/SRR9660801.sralite.1	SRX6421772		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078645	simple	9606	Homo sapiens	GSM3934398							no					GEO	SRA919019		public	07007316D44C4183EB4E921D0CD0C4DA	9354611D4B2F303B2147330910FB9F51	12238012	Gbm2_Control_3	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078645	GSM3934398	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Untreated Control	3 days	GBM2.Untreated.Control.72hrs
SAMN12238021	SRR9660794	2019-12-30T16:23:26Z	2019-07-09T15:04:15Z	5130269	387106149	0	75	157		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660794.sralite.1	SRX6421771		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078644	simple	9606	Homo sapiens	GSM3934397							no					GEO	SRA919019		public	85A6181EB2C7E47FD94144B149F7A81B	E7636CF0A95C76C3920183D5AC5263A5	12238021	Gbm2_Control_2	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078644	GSM3934397	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Untreated Control	3 days	GBM2.Untreated.Control.72hrs
SAMN12238021	SRR9660795	2019-12-30T16:23:26Z	2019-07-09T15:04:00Z	5076259	383013022	0	75	155		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660795.sralite.1	SRX6421771		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078644	simple	9606	Homo sapiens	GSM3934397							no					GEO	SRA919019		public	1D7EE0F29FC5ADD833323D650BAD9CC1	49EC0E9E84440D15947BBFD9D6419DCF	12238021	Gbm2_Control_2	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078644	GSM3934397	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Untreated Control	3 days	GBM2.Untreated.Control.72hrs
SAMN12238021	SRR9660796	2019-12-30T16:23:26Z	2019-07-09T15:04:09Z	5210692	393141929	0	75	160		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660796.sralite.1	SRX6421771		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078644	simple	9606	Homo sapiens	GSM3934397							no					GEO	SRA919019		public	EC931A61C5F3ABDCC32D628EA2D5A759	220B7FB7EC885EDE86F530B3DA40259A	12238021	Gbm2_Control_2	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078644	GSM3934397	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Untreated Control	3 days	GBM2.Untreated.Control.72hrs
SAMN12238021	SRR9660797	2019-12-30T16:23:26Z	2019-07-09T15:04:04Z	5170902	390141792	0	75	159		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660797.sralite.1	SRX6421771		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078644	simple	9606	Homo sapiens	GSM3934397							no					GEO	SRA919019		public	AE58867333B66137925E514047477363	500647803C71A6617C43431B0F5B501B	12238021	Gbm2_Control_2	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078644	GSM3934397	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Untreated Control	3 days	GBM2.Untreated.Control.72hrs
SAMN12238022	SRR9660790	2019-12-30T16:23:26Z	2019-07-09T15:04:02Z	6155150	464392789	0	75	187		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/660/SRR9660790.sralite.1	SRX6421770		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078643	simple	9606	Homo sapiens	GSM3934396							no					GEO	SRA919019		public	8724070AAC80A866C9C66B9E0330491D	513E5CE3C2BB09197830453C0BACD1CA	12238022	Gbm2_Control_1	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078643	GSM3934396	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Untreated Control	3 days	GBM2.Untreated.Control.72hrs
SAMN12238022	SRR9660791	2019-12-30T16:23:26Z	2019-07-09T15:03:58Z	6074587	458288717	0	75	184		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660791.sralite.1	SRX6421770		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078643	simple	9606	Homo sapiens	GSM3934396							no					GEO	SRA919019		public	697F0974BB020A2A20767FCE0CDC6F66	DD303C528E91B21DB95F4F11CEC42460	12238022	Gbm2_Control_1	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078643	GSM3934396	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Untreated Control	3 days	GBM2.Untreated.Control.72hrs
SAMN12238022	SRR9660792	2019-12-30T16:23:26Z	2019-07-09T15:04:19Z	6224760	469610858	0	75	190		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/660/SRR9660792.sralite.1	SRX6421770		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078643	simple	9606	Homo sapiens	GSM3934396							no					GEO	SRA919019		public	C0848C606A160DA9D156FDF05CACBD70	BD046154693733141D062D725FCAA099	12238022	Gbm2_Control_1	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078643	GSM3934396	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Untreated Control	3 days	GBM2.Untreated.Control.72hrs
SAMN12238022	SRR9660793	2019-12-30T16:23:26Z	2019-07-09T15:04:28Z	6186011	466681574	0	75	189		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660793.sralite.1	SRX6421770		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078643	simple	9606	Homo sapiens	GSM3934396							no					GEO	SRA919019		public	8BEA4C2D0BA7D3D0C6E1AF612D50082A	EE67929091DB0AD4DCDB7B855C346249	12238022	Gbm2_Control_1	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078643	GSM3934396	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Untreated Control	3 days	GBM2.Untreated.Control.72hrs
SAMN12238055	SRR9660810	2019-12-30T16:23:26Z	2019-07-09T15:03:52Z	5534843	417272203	0	75	169		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660810.sralite.1	SRX6421775		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078648	simple	9606	Homo sapiens	GSM3934401							no					GEO	SRA919019		public	ACB596FD634DC2C3AFAC5C25A8D87683	2B7B8DC869FCBA0E8B1C8CCC195367AE	12238055	Gbm2_Serum_3	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078648	GSM3934401	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Serum (FBS 10%)	3 days	GBM2.Serum..FBS.10...72hrs
SAMN12238055	SRR9660811	2019-12-30T16:23:26Z	2019-07-09T15:04:09Z	5494159	414158896	0	75	167		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/660/SRR9660811.sralite.1	SRX6421775		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078648	simple	9606	Homo sapiens	GSM3934401							no					GEO	SRA919019		public	9BAA1BD98DDB32C41861AB8BA14593C5	517A6FD3BCBDEB5E95DDE812B0CC9EBF	12238055	Gbm2_Serum_3	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078648	GSM3934401	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Serum (FBS 10%)	3 days	GBM2.Serum..FBS.10...72hrs
SAMN12238055	SRR9660812	2019-12-30T16:23:26Z	2019-07-09T15:04:12Z	5627277	424177664	0	75	173		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660812.sralite.1	SRX6421775		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078648	simple	9606	Homo sapiens	GSM3934401							no					GEO	SRA919019		public	6952EE05BE5BE26590E00E84A789C809	381239AB8B8E0935AF80D73132594A51	12238055	Gbm2_Serum_3	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078648	GSM3934401	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Serum (FBS 10%)	3 days	GBM2.Serum..FBS.10...72hrs
SAMN12238055	SRR9660813	2019-12-30T16:23:26Z	2019-07-09T15:04:15Z	5591948	421511029	0	75	171		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660813.sralite.1	SRX6421775		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078648	simple	9606	Homo sapiens	GSM3934401							no					GEO	SRA919019		public	CEF40F0C837B31736415BE53DB753A82	5FBA791F9FF0D34F3465D85DAC68E590	12238055	Gbm2_Serum_3	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078648	GSM3934401	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Serum (FBS 10%)	3 days	GBM2.Serum..FBS.10...72hrs
