BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	cell type	recovery time	source_name	treatment	group
SAMN17098606	SRR13263731	2020-12-22T08:40:29Z	2020-12-19T22:15:47Z	4209727	318038707	0	75	115		https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/012952/SRR13263731	SRX9694167		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891040	simple	9606	Homo sapiens	GSM4977827							no					GEO	SRA1174403		public	DF6EF34C5997426BBDC0BCE5808CCC06	033E926D2C43EB3F5EDFBB1EA4CD36ED	17098606	CDDP 20h rep2	KU Leuven	9606	SRS7891040	GSM4977827	A375	Human melanoma	20 hours	A375	CDDP 50uM	CDDP_50uM_20hr
SAMN17098606	SRR13263732	2020-12-22T08:40:29Z	2020-12-19T22:15:45Z	4156480	314020535	0	75	113		https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/012952/SRR13263732	SRX9694167		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891040	simple	9606	Homo sapiens	GSM4977827							no					GEO	SRA1174403		public	75F4D91AC283574A6D46200F76A24CA5	80781FB1C1EF940FB631C397A93734F2	17098606	CDDP 20h rep2	KU Leuven	9606	SRS7891040	GSM4977827	A375	Human melanoma	20 hours	A375	CDDP 50uM	CDDP_50uM_20hr
SAMN17098605	SRR13263733	2020-12-22T08:40:29Z	2020-12-19T22:15:31Z	4335413	327420451	0	75	119		https://sra-download.ncbi.nlm.nih.gov/traces/sra46/SRR/012952/SRR13263733	SRX9694168		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891039	simple	9606	Homo sapiens	GSM4977828							no					GEO	SRA1174403		public	E30061CFA18194D12204F8D44F1C28B1	1B4A5DBFAC2EEA21EB164E80464C87F7	17098605	CDDP 20h rep3	KU Leuven	9606	SRS7891039	GSM4977828	A375	Human melanoma	20 hours	A375	CDDP 50uM	CDDP_50uM_20hr
SAMN17098605	SRR13263734	2020-12-22T08:40:29Z	2020-12-19T22:15:47Z	4188723	316344906	0	75	115		https://sra-download.ncbi.nlm.nih.gov/traces/sra32/SRR/012952/SRR13263734	SRX9694168		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891039	simple	9606	Homo sapiens	GSM4977828							no					GEO	SRA1174403		public	37D13EC4162EDA9F536AB0DA236A7FB4	B317570CC64FCE096CF5A79611FEE9E1	17098605	CDDP 20h rep3	KU Leuven	9606	SRS7891039	GSM4977828	A375	Human melanoma	20 hours	A375	CDDP 50uM	CDDP_50uM_20hr
SAMN17098605	SRR13263735	2020-12-22T08:40:29Z	2020-12-19T22:15:56Z	4343885	328073724	0	75	120		https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/012952/SRR13263735	SRX9694168		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891039	simple	9606	Homo sapiens	GSM4977828							no					GEO	SRA1174403		public	508DE7E8E212863B85187A6CD03CD6D7	23F0D97AFC8C2EFD86C5994C5B8BA4AE	17098605	CDDP 20h rep3	KU Leuven	9606	SRS7891039	GSM4977828	A375	Human melanoma	20 hours	A375	CDDP 50uM	CDDP_50uM_20hr
SAMN17098605	SRR13263736	2020-12-22T08:40:29Z	2020-12-19T22:15:35Z	4283737	323534824	0	75	118		https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/012952/SRR13263736	SRX9694168		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891039	simple	9606	Homo sapiens	GSM4977828							no					GEO	SRA1174403		public	1CFD6D58C96CB539763F89EE7065A59A	D240B7C576709EA24ED16194E4EFFF93	17098605	CDDP 20h rep3	KU Leuven	9606	SRS7891039	GSM4977828	A375	Human melanoma	20 hours	A375	CDDP 50uM	CDDP_50uM_20hr
SAMN17098604	SRR13263737	2020-12-22T08:40:29Z	2020-12-19T22:15:56Z	4453052	336292587	0	75	121		https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/012952/SRR13263737	SRX9694169		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891041	simple	9606	Homo sapiens	GSM4977829							no					GEO	SRA1174403		public	1FA2386FEE71A036B25A30A81148C944	2EA6C568A409E232BF9419D05A6B6F0C	17098604	MTX 4h rep1	KU Leuven	9606	SRS7891041	GSM4977829	A375	Human melanoma	4 hours	A375	MTX 1uM	MTX_1uM_4hr
SAMN17098604	SRR13263738	2020-12-22T08:40:29Z	2020-12-19T22:15:43Z	4411344	333146246	0	75	120		https://sra-download.ncbi.nlm.nih.gov/traces/sra67/SRR/012952/SRR13263738	SRX9694169		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891041	simple	9606	Homo sapiens	GSM4977829							no					GEO	SRA1174403		public	0E73DA799715400BC48FD04A1BFCAD67	E91F7E20687A0553441971626285D350	17098604	MTX 4h rep1	KU Leuven	9606	SRS7891041	GSM4977829	A375	Human melanoma	4 hours	A375	MTX 1uM	MTX_1uM_4hr
SAMN17098604	SRR13263739	2020-12-22T08:40:29Z	2020-12-19T22:15:59Z	4514338	340921013	0	75	123		https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/012952/SRR13263739	SRX9694169		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891041	simple	9606	Homo sapiens	GSM4977829							no					GEO	SRA1174403		public	2ECF15D51A7DEE558D20860A17A1241D	2A70D102713E80C4817055CDA4EFDC4F	17098604	MTX 4h rep1	KU Leuven	9606	SRS7891041	GSM4977829	A375	Human melanoma	4 hours	A375	MTX 1uM	MTX_1uM_4hr
SAMN17098604	SRR13263740	2020-12-22T08:40:29Z	2020-12-19T22:15:42Z	4504090	340146276	0	75	123		https://sra-download.ncbi.nlm.nih.gov/traces/sra8/SRR/012952/SRR13263740	SRX9694169		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891041	simple	9606	Homo sapiens	GSM4977829							no					GEO	SRA1174403		public	0A4969A6F99BF76BFF2430B16E662837	314071F085FB93355A4B3C0D1179328C	17098604	MTX 4h rep1	KU Leuven	9606	SRS7891041	GSM4977829	A375	Human melanoma	4 hours	A375	MTX 1uM	MTX_1uM_4hr
SAMN17098603	SRR13263741	2020-12-22T08:40:29Z	2020-12-19T22:15:52Z	4954017	373893357	0	75	135		https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/012952/SRR13263741	SRX9694170		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891042	simple	9606	Homo sapiens	GSM4977830							no					GEO	SRA1174403		public	C9D7473D1A5E87B05A2FEE6B022C98D6	EDC22AFB95F83F414F8A8AE888D8A7C9	17098603	MTX 4h rep2	KU Leuven	9606	SRS7891042	GSM4977830	A375	Human melanoma	4 hours	A375	MTX 1uM	MTX_1uM_4hr
SAMN17098603	SRR13263742	2020-12-22T08:40:29Z	2020-12-19T22:16:21Z	4919793	371321477	0	75	135		https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/012952/SRR13263742	SRX9694170		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891042	simple	9606	Homo sapiens	GSM4977830							no					GEO	SRA1174403		public	988588DD055F68E3C385F3F2ECEC8235	B83330A4F4E0D353ED410EE3987462E9	17098603	MTX 4h rep2	KU Leuven	9606	SRS7891042	GSM4977830	A375	Human melanoma	4 hours	A375	MTX 1uM	MTX_1uM_4hr
SAMN17098603	SRR13263743	2020-12-22T08:40:29Z	2020-12-19T22:16:30Z	5025796	379323741	0	75	138		https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/012952/SRR13263743	SRX9694170		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891042	simple	9606	Homo sapiens	GSM4977830							no					GEO	SRA1174403		public	D3AE081D4157C7DC286A7D04EC52D04A	1C0ACCCC66A5521292014080A3A97868	17098603	MTX 4h rep2	KU Leuven	9606	SRS7891042	GSM4977830	A375	Human melanoma	4 hours	A375	MTX 1uM	MTX_1uM_4hr
SAMN17098603	SRR13263744	2020-12-22T08:40:29Z	2020-12-19T22:17:36Z	5026251	379351727	0	75	139		https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/012952/SRR13263744	SRX9694170		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891042	simple	9606	Homo sapiens	GSM4977830							no					GEO	SRA1174403		public	BA69E48F1A1829D0312C93822F9D9F42	62FDEF13D5056398664BB21CB11796AC	17098603	MTX 4h rep2	KU Leuven	9606	SRS7891042	GSM4977830	A375	Human melanoma	4 hours	A375	MTX 1uM	MTX_1uM_4hr
SAMN17098602	SRR13263745	2020-12-22T08:40:29Z	2020-12-19T22:17:13Z	4691030	354301366	0	75	126		https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/012952/SRR13263745	SRX9694171		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891045	simple	9606	Homo sapiens	GSM4977831							no					GEO	SRA1174403		public	2EA32AB92D077B6925A8655755831DEB	DCC47C62C689268B25813209CB130CCB	17098602	MTX 4h rep3	KU Leuven	9606	SRS7891045	GSM4977831	A375	Human melanoma	4 hours	A375	MTX 1uM	MTX_1uM_4hr
SAMN17098602	SRR13263746	2020-12-22T08:40:29Z	2020-12-19T22:17:33Z	4532993	342370841	0	75	122		https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/012952/SRR13263746	SRX9694171		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891045	simple	9606	Homo sapiens	GSM4977831							no					GEO	SRA1174403		public	F1CBC41E17E2B6C9DF0F07726F04D9EA	9B577193561EA4BA9125E408F92970E3	17098602	MTX 4h rep3	KU Leuven	9606	SRS7891045	GSM4977831	A375	Human melanoma	4 hours	A375	MTX 1uM	MTX_1uM_4hr
SAMN17098602	SRR13263747	2020-12-22T08:40:29Z	2020-12-19T22:17:35Z	4687408	354050818	0	75	127		https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/012952/SRR13263747	SRX9694171		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891045	simple	9606	Homo sapiens	GSM4977831							no					GEO	SRA1174403		public	A4BA195EB3C1FAFAAB46E53DF80D0E7A	C218D481B680B510C9528B5EA2C98CBA	17098602	MTX 4h rep3	KU Leuven	9606	SRS7891045	GSM4977831	A375	Human melanoma	4 hours	A375	MTX 1uM	MTX_1uM_4hr
SAMN17098602	SRR13263748	2020-12-22T08:40:29Z	2020-12-19T22:17:35Z	4646203	350942780	0	75	125		https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/012952/SRR13263748	SRX9694171		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891045	simple	9606	Homo sapiens	GSM4977831							no					GEO	SRA1174403		public	738857EA9F936839FA96089F7D67B68B	7E072F5DA02D845761ABB36640587549	17098602	MTX 4h rep3	KU Leuven	9606	SRS7891045	GSM4977831	A375	Human melanoma	4 hours	A375	MTX 1uM	MTX_1uM_4hr
SAMN17098601	SRR13263749	2020-12-22T08:40:29Z	2020-12-19T22:16:31Z	4560948	344202022	0	75	124		https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/012952/SRR13263749	SRX9694172		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891044	simple	9606	Homo sapiens	GSM4977832							no					GEO	SRA1174403		public	CBFCBD908EED1FE5EAEB6924FC4BDB8D	AD0D199A3FF9E7A3AAB9684294393FA6	17098601	MTX 10h rep1	KU Leuven	9606	SRS7891044	GSM4977832	A375	Human melanoma	10 hours	A375	MTX 1uM	MTX_1uM_10hr
SAMN17098601	SRR13263750	2020-12-22T08:40:29Z	2020-12-19T22:16:30Z	4513344	340613162	0	75	123		https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/012952/SRR13263750	SRX9694172		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891044	simple	9606	Homo sapiens	GSM4977832							no					GEO	SRA1174403		public	6FC6B67FB129782CD217DB3906119F2E	2119F13ECF50D9A7614D1DC6F223A784	17098601	MTX 10h rep1	KU Leuven	9606	SRS7891044	GSM4977832	A375	Human melanoma	10 hours	A375	MTX 1uM	MTX_1uM_10hr
SAMN17098601	SRR13263751	2020-12-22T08:40:29Z	2020-12-19T22:16:56Z	4606762	347667207	0	75	126		https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/012952/SRR13263751	SRX9694172		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891044	simple	9606	Homo sapiens	GSM4977832							no					GEO	SRA1174403		public	60D9209F87FBE900A4FBF64916F9898D	AB40F2A88130BC9151BA8A40DD354C41	17098601	MTX 10h rep1	KU Leuven	9606	SRS7891044	GSM4977832	A375	Human melanoma	10 hours	A375	MTX 1uM	MTX_1uM_10hr
SAMN17098601	SRR13263752	2020-12-22T08:40:29Z	2020-12-19T22:16:39Z	4606249	347625826	0	75	126		https://sra-download.ncbi.nlm.nih.gov/traces/sra77/SRR/012952/SRR13263752	SRX9694172		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891044	simple	9606	Homo sapiens	GSM4977832							no					GEO	SRA1174403		public	528ECEBEF5F045CFBBF403E8E4A8EBEC	C6BCEEB40D50F6886453ACA66075C967	17098601	MTX 10h rep1	KU Leuven	9606	SRS7891044	GSM4977832	A375	Human melanoma	10 hours	A375	MTX 1uM	MTX_1uM_10hr
SAMN17098600	SRR13263753	2020-12-22T08:40:29Z	2020-12-19T22:16:52Z	4899941	369944638	0	75	132		https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/012952/SRR13263753	SRX9694173		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891043	simple	9606	Homo sapiens	GSM4977833							no					GEO	SRA1174403		public	4805AE9AF6F8B3E32532B257762CDD65	AFE136825D3CD4FB481E80B954A66FC6	17098600	MTX 10h rep2	KU Leuven	9606	SRS7891043	GSM4977833	A375	Human melanoma	10 hours	A375	MTX 1uM	MTX_1uM_10hr
SAMN17098600	SRR13263754	2020-12-22T08:40:29Z	2020-12-19T22:16:46Z	4875276	368093672	0	75	132		https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/012952/SRR13263754	SRX9694173		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891043	simple	9606	Homo sapiens	GSM4977833							no					GEO	SRA1174403		public	ABFE066D837F455E0D0CA673CEFDA20B	92BA1080501C27EF4A12D8A7E5D4F236	17098600	MTX 10h rep2	KU Leuven	9606	SRS7891043	GSM4977833	A375	Human melanoma	10 hours	A375	MTX 1uM	MTX_1uM_10hr
SAMN17098600	SRR13263755	2020-12-22T08:40:29Z	2020-12-19T22:16:52Z	4980477	376029179	0	75	136		https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/012952/SRR13263755	SRX9694173		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891043	simple	9606	Homo sapiens	GSM4977833							no					GEO	SRA1174403		public	C8382CEE8FE01DBC9840B38E57FECEB0	CE817CAE0D85020D27CEC2E7B5886088	17098600	MTX 10h rep2	KU Leuven	9606	SRS7891043	GSM4977833	A375	Human melanoma	10 hours	A375	MTX 1uM	MTX_1uM_10hr
SAMN17098600	SRR13263756	2020-12-22T08:40:29Z	2020-12-19T22:16:53Z	4988526	376634332	0	75	136		https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/012952/SRR13263756	SRX9694173		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891043	simple	9606	Homo sapiens	GSM4977833							no					GEO	SRA1174403		public	350AA65654808CBBB9B0C74C8287BB48	0A0AA33B54AA33D7E271199DCF3C999B	17098600	MTX 10h rep2	KU Leuven	9606	SRS7891043	GSM4977833	A375	Human melanoma	10 hours	A375	MTX 1uM	MTX_1uM_10hr
SAMN17098599	SRR13263757	2020-12-22T08:40:29Z	2020-12-19T22:16:33Z	4605721	347891774	0	75	125		https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/012952/SRR13263757	SRX9694174		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891047	simple	9606	Homo sapiens	GSM4977834							no					GEO	SRA1174403		public	0FF8CE6652EACCC5DB5C61FDD3C165DE	A8F0F9F9F4B2367ECF61326861267A3D	17098599	MTX 10h rep3	KU Leuven	9606	SRS7891047	GSM4977834	A375	Human melanoma	10 hours	A375	MTX 1uM	MTX_1uM_10hr
SAMN17098599	SRR13263758	2020-12-22T08:40:29Z	2020-12-19T22:16:29Z	4453540	336401488	0	75	121		https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/012952/SRR13263758	SRX9694174		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891047	simple	9606	Homo sapiens	GSM4977834							no					GEO	SRA1174403		public	C717251307177D847E8F509BFE935129	C37E7B00535375AD8A019175CC81A671	17098599	MTX 10h rep3	KU Leuven	9606	SRS7891047	GSM4977834	A375	Human melanoma	10 hours	A375	MTX 1uM	MTX_1uM_10hr
SAMN17098599	SRR13263759	2020-12-22T08:40:29Z	2020-12-19T22:16:36Z	4611624	348349894	0	75	125		https://sra-download.ncbi.nlm.nih.gov/traces/sra26/SRR/012952/SRR13263759	SRX9694174		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891047	simple	9606	Homo sapiens	GSM4977834							no					GEO	SRA1174403		public	29AC9D3593D1523C93AFA53A967A4623	E284287AE66136F144A689C5595ABD2C	17098599	MTX 10h rep3	KU Leuven	9606	SRS7891047	GSM4977834	A375	Human melanoma	10 hours	A375	MTX 1uM	MTX_1uM_10hr
SAMN17098599	SRR13263760	2020-12-22T08:40:29Z	2020-12-19T22:17:18Z	4560045	344462128	0	75	123		https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/012952/SRR13263760	SRX9694174		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891047	simple	9606	Homo sapiens	GSM4977834							no					GEO	SRA1174403		public	21B334819B0654C8800ED2C75BBDA55A	8E4F97309EF0B5F8956A96393233825A	17098599	MTX 10h rep3	KU Leuven	9606	SRS7891047	GSM4977834	A375	Human melanoma	10 hours	A375	MTX 1uM	MTX_1uM_10hr
SAMN17098598	SRR13263761	2020-12-22T08:40:29Z	2020-12-19T22:16:46Z	4299639	324712053	0	75	117		https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/012952/SRR13263761	SRX9694175		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891049	simple	9606	Homo sapiens	GSM4977835							no					GEO	SRA1174403		public	DC6B8142FFDEEEFC76FF9DD52B3CCAE9	7537FC1728CE872A49CDFFE929A6F315	17098598	MTX 20h rep1	KU Leuven	9606	SRS7891049	GSM4977835	A375	Human melanoma	20 hours	A375	MTX 1uM	MTX_1uM_20hr
SAMN17098598	SRR13263762	2020-12-22T08:40:29Z	2020-12-19T22:16:50Z	4263409	321981090	0	75	116		https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/012952/SRR13263762	SRX9694175		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891049	simple	9606	Homo sapiens	GSM4977835							no					GEO	SRA1174403		public	86987C798A5DDAF3C0110EA7B40117ED	142DBFF8F2694B4DB6340DEA69887C7A	17098598	MTX 20h rep1	KU Leuven	9606	SRS7891049	GSM4977835	A375	Human melanoma	20 hours	A375	MTX 1uM	MTX_1uM_20hr
SAMN17098598	SRR13263763	2020-12-22T08:40:29Z	2020-12-19T22:16:50Z	4360855	329338641	0	75	119		https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/012952/SRR13263763	SRX9694175		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891049	simple	9606	Homo sapiens	GSM4977835							no					GEO	SRA1174403		public	1C9C8213B6EB2837B589D8E885C66C6D	48CAC560E34A56AE0042EAA3BC16697B	17098598	MTX 20h rep1	KU Leuven	9606	SRS7891049	GSM4977835	A375	Human melanoma	20 hours	A375	MTX 1uM	MTX_1uM_20hr
SAMN17098598	SRR13263764	2020-12-22T08:40:29Z	2020-12-19T22:16:50Z	4354529	328862194	0	75	119		https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/012952/SRR13263764	SRX9694175		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891049	simple	9606	Homo sapiens	GSM4977835							no					GEO	SRA1174403		public	5A039C1C8E96D07C89746DB9A132D215	09FD2774660CF53DD3A58DB605B54C83	17098598	MTX 20h rep1	KU Leuven	9606	SRS7891049	GSM4977835	A375	Human melanoma	20 hours	A375	MTX 1uM	MTX_1uM_20hr
SAMN17098597	SRR13263765	2020-12-22T08:40:29Z	2020-12-19T22:17:15Z	4287794	323891949	0	75	119		https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/012952/SRR13263765	SRX9694176		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891048	simple	9606	Homo sapiens	GSM4977836							no					GEO	SRA1174403		public	14505DCF1E508FF12A924F85BCC26CEF	EFF120D4F5F1E16268250C44D4D89B11	17098597	MTX 20h rep2	KU Leuven	9606	SRS7891048	GSM4977836	A375	Human melanoma	20 hours	A375	MTX 1uM	MTX_1uM_20hr
SAMN17098597	SRR13263766	2020-12-22T08:40:29Z	2020-12-19T22:17:02Z	4127854	311811347	0	75	115		https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/012952/SRR13263766	SRX9694176		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891048	simple	9606	Homo sapiens	GSM4977836							no					GEO	SRA1174403		public	3CB4A9404D53EAC0B1D9ACC1E702FFD2	AE1240456C67B7F01A35D27144A03428	17098597	MTX 20h rep2	KU Leuven	9606	SRS7891048	GSM4977836	A375	Human melanoma	20 hours	A375	MTX 1uM	MTX_1uM_20hr
SAMN17098597	SRR13263767	2020-12-22T08:40:29Z	2020-12-19T22:17:14Z	4301978	324977170	0	75	120		https://sra-download.ncbi.nlm.nih.gov/traces/sra67/SRR/012952/SRR13263767	SRX9694176		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891048	simple	9606	Homo sapiens	GSM4977836							no					GEO	SRA1174403		public	52613A74D8B8945DDA5786DC3524A476	3AC5840F73465C31EA74209D43BEEAD2	17098597	MTX 20h rep2	KU Leuven	9606	SRS7891048	GSM4977836	A375	Human melanoma	20 hours	A375	MTX 1uM	MTX_1uM_20hr
SAMN17098597	SRR13263768	2020-12-22T08:40:29Z	2020-12-19T22:17:15Z	4227678	319366982	0	75	117		https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/012952/SRR13263768	SRX9694176		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891048	simple	9606	Homo sapiens	GSM4977836							no					GEO	SRA1174403		public	A71A6FAA177705A1A5C930B444462A4C	1C819B9137F241A6A538A2C193FC2FBC	17098597	MTX 20h rep2	KU Leuven	9606	SRS7891048	GSM4977836	A375	Human melanoma	20 hours	A375	MTX 1uM	MTX_1uM_20hr
SAMN17098596	SRR13263769	2020-12-22T08:40:29Z	2020-12-19T22:17:02Z	4278840	323178343	0	75	116		https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/012952/SRR13263769	SRX9694177		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891046	simple	9606	Homo sapiens	GSM4977837							no					GEO	SRA1174403		public	953B54F976826B36707AB717A2092857	46FEEAB0478C49F832E14E5D28BA7B16	17098596	MTX 20h rep3	KU Leuven	9606	SRS7891046	GSM4977837	A375	Human melanoma	20 hours	A375	MTX 1uM	MTX_1uM_20hr
