BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	age	biomaterial_provider	cell_line	cell_subtype	disease	isolate	sex	tissue	treatment
SAMN19551013	SRR14727614	2022-01-01T03:01:40Z	2021-06-04T03:59:36Z	19875803	5962740900	19875803	300	1828		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR014/14727/SRR14727614/SRR14727614.lite.1	SRX11064569	CR0_0_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131493	simple	9606	Homo sapiens	CR0_0_1					female		no					COLD SPRING HARBOR	SRA1240524		public	8ED7D15FB682F0947F93318C17384B0D	D022752EDBCC7914F901D746C43402EC	19551013	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR0_0_1	SRA: SRS9131493	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S 0hr #1
SAMN19551014	SRR14727615	2022-01-01T03:01:40Z	2021-06-04T03:59:39Z	21398859	6419657700	21398859	300	1927		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727615/SRR14727615.lite.1	SRX11064568	CR0_0_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131492	simple	9606	Homo sapiens	CR0_0_2					female		no					COLD SPRING HARBOR	SRA1240524		public	1D92129C84D9A66B82B6B552CE3D3037	3877758CEB2C933391E36BA27CDC5807	19551014	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR0_0_2	SRA: SRS9131492	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S 0hr #2
SAMN19551015	SRR14727616	2022-01-01T03:01:40Z	2021-06-04T03:55:34Z	21155010	6346503000	21155010	300	1906		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727616/SRR14727616.lite.1	SRX11064567	CR0_1_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131491	simple	9606	Homo sapiens	CR0_1_1					female		no					COLD SPRING HARBOR	SRA1240524		public	CF934E8BD9E74974A18FFBDED5D04C3B	942506FE898F4BFBB7CF37DF18F88223	19551015	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR0_1_1	SRA: SRS9131491	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S DMSO 1hr #1
SAMN19551016	SRR14727617	2022-01-01T03:01:40Z	2021-06-04T03:57:31Z	20111838	6033551400	20111838	300	1799		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR014/14727/SRR14727617/SRR14727617.lite.1	SRX11064566	CR0_1_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131490	simple	9606	Homo sapiens	CR0_1_2					female		no					COLD SPRING HARBOR	SRA1240524		public	CE8489E4C2EBF84280AC4942366A439D	51F11E09087963992C9D8796852EAFCE	19551016	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR0_1_2	SRA: SRS9131490	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S DMSO 1hr #2
SAMN19551017	SRR14727618	2022-01-01T03:01:40Z	2021-06-04T03:58:58Z	19987984	5996395200	19987984	300	1788		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14727/SRR14727618/SRR14727618.lite.1	SRX11064565	CR2_1_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131489	simple	9606	Homo sapiens	CR2_1_1					female		no					COLD SPRING HARBOR	SRA1240524		public	39B9ADAA81CF20674E5E3972850EB85C	2B4109B18F60B4159B63F409CDE99DD6	19551017	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR2_1_1	SRA: SRS9131489	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S 25nM OTS964 1hr #1
SAMN19551018	SRR14727619	2022-01-01T03:01:40Z	2021-06-04T03:54:09Z	19979418	5993825400	19979418	300	1795		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727619/SRR14727619.lite.1	SRX11064564	CR2_1_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131488	simple	9606	Homo sapiens	CR2_1_2					female		no					COLD SPRING HARBOR	SRA1240524		public	245CF37FC27E3BFBFD8ED8521ECDED2A	B16F153386BABC20A19C4A4AE9FA62CD	19551018	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR2_1_2	SRA: SRS9131488	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S 25nM OTS964 1hr #2
SAMN19551019	SRR14727620	2022-01-01T03:01:40Z	2021-06-04T03:54:18Z	20162220	6048666000	20162220	300	1835		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727620/SRR14727620.lite.1	SRX11064563	CR3_1_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131487	simple	9606	Homo sapiens	CR3_1_1					female		no					COLD SPRING HARBOR	SRA1240524		public	9352D72A5122D92931DEA90BEBFB1B8B	626D3EB5DBF86A810B29DE02EDA4FB57	19551019	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR3_1_1	SRA: SRS9131487	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S 100nM OTS964 1hr #1
SAMN19551020	SRR14727621	2022-01-01T03:01:40Z	2021-06-04T03:57:37Z	23430259	7029077700	23430259	300	2100		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727621/SRR14727621.lite.1	SRX11064562	CR3_1_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131486	simple	9606	Homo sapiens	CR3_1_2					female		no					COLD SPRING HARBOR	SRA1240524		public	04B2CF7F34D903BB8DEBFD29625D1840	62D5CFCAC7FD89781D06928A68E84D05	19551020	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR3_1_2	SRA: SRS9131486	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S 100nM OTS964 1hr #2
SAMN19551021	SRR14727622	2022-01-01T03:01:40Z	2021-06-04T03:59:36Z	22501275	6750382500	22501275	300	2017		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727622/SRR14727622.lite.1	SRX11064561	CR0_6_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131485	simple	9606	Homo sapiens	CR0_6_1					female		no					COLD SPRING HARBOR	SRA1240524		public	BCF5FB062EF8273EE7527E489450B607	72C126B95C207CB550A1B2576F2C91C0	19551021	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR0_6_1	SRA: SRS9131485	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S DMSO 6hr #1
SAMN19551022	SRR14727623	2022-01-01T03:01:40Z	2021-06-04T04:16:45Z	21959342	6587802600	21959342	300	1972		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727623/SRR14727623.lite.1	SRX11064560	CR0_6_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131484	simple	9606	Homo sapiens	CR0_6_2					female		no					COLD SPRING HARBOR	SRA1240524		public	397C728F33678CE7E73E67462103ABD8	DFAAE746CE24F2A4334091F66E8F0127	19551022	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR0_6_2	SRA: SRS9131484	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S DMSO 6hr #2
SAMN19551023	SRR14727625	2022-01-01T03:01:40Z	2021-06-04T04:06:24Z	27742788	8322836400	27742788	300	2469		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727625/SRR14727625.lite.1	SRX11064558	CR2_6_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131482	simple	9606	Homo sapiens	CR2_6_1					female		no					COLD SPRING HARBOR	SRA1240524		public	5D162F5388024BC0487E65BDB2A2B292	E3E68B7A140D2BA3DBA8652B1D1CB065	19551023	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR2_6_1	SRA: SRS9131482	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S 25nM OTS964 6hr #1
SAMN19551024	SRR14727626	2022-01-01T03:01:40Z	2021-06-04T03:59:32Z	22015461	6604638300	22015461	300	1953		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727626/SRR14727626.lite.1	SRX11064557	CR2_6_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131481	simple	9606	Homo sapiens	CR2_6_2					female		no					COLD SPRING HARBOR	SRA1240524		public	994A1FF24DAFE6B65EEB595620A29E38	BC53514DB1956A4A2323ABFB7E5EBC8E	19551024	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR2_6_2	SRA: SRS9131481	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S 25nM OTS964 6hr #2
SAMN19551025	SRR14727627	2022-01-01T03:01:40Z	2021-06-04T04:06:19Z	21145697	6343709100	21145697	300	1907		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727627/SRR14727627.lite.1	SRX11064556	CR3_6_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131480	simple	9606	Homo sapiens	CR3_6_1					female		no					COLD SPRING HARBOR	SRA1240524		public	B20F1C1673E5F33E920CE5CF791DEF5B	FBC18F1922770B6CF18826846EE190FD	19551025	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR3_6_1	SRA: SRS9131480	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S 100nM OTS964 6hr #1
SAMN19551026	SRR14727628	2022-01-01T03:01:40Z	2021-06-04T04:03:06Z	19942305	5982691500	19942305	300	1781		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727628/SRR14727628.lite.1	SRX11064555	CR3_6_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131479	simple	9606	Homo sapiens	CR3_6_2					female		no					COLD SPRING HARBOR	SRA1240524		public	A94BFE19A2BED6688BC1A32A55943270	F410F9626E62A6CC69741B923F8D855E	19551026	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR3_6_2	SRA: SRS9131479	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S 100nM OTS964 6hr #2
SAMN19551027	SRR14727629	2022-01-01T03:01:40Z	2021-06-04T04:06:19Z	23203491	6961047300	23203491	300	2075		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727629/SRR14727629.lite.1	SRX11064554	CR0_24_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131478	simple	9606	Homo sapiens	CR0_24_1					female		no					COLD SPRING HARBOR	SRA1240524		public	8F7BB1D6BB768815E7C26A059FB6DFF3	8604419BEFD2DFC8F7624CA8C2B02EFF	19551027	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR0_24_1	SRA: SRS9131478	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S DMSO 24hr #1
SAMN19551028	SRR14727630	2022-01-01T03:01:40Z	2021-06-04T04:15:44Z	22134659	6640397700	22134659	300	2012		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14727/SRR14727630/SRR14727630.lite.1	SRX11064553	CR0_24_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131477	simple	9606	Homo sapiens	CR0_24_2					female		no					COLD SPRING HARBOR	SRA1240524		public	6D2DBABEEB649B74FF5AC8BEA3B5A77C	CD364569F0CC137ECC1CB72A16325EA3	19551028	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR0_24_2	SRA: SRS9131477	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S DMSO 24hr #2
SAMN19551029	SRR14727631	2022-01-01T03:01:40Z	2021-06-04T04:16:50Z	24399736	7319920800	24399736	300	2122		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR014/14727/SRR14727631/SRR14727631.lite.1	SRX11064552	CR2_24_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131475	simple	9606	Homo sapiens	CR2_24_1					female		no					COLD SPRING HARBOR	SRA1240524		public	61799A265A95570830AF91046278AFEB	C77F270E0232BFA2381451059D595129	19551029	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR2_24_1	SRA: SRS9131475	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S 25nM OTS964 24hr #1
SAMN19551030	SRR14727632	2022-01-01T03:01:40Z	2021-06-04T03:59:48Z	21528470	6458541000	21528470	300	1955		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727632/SRR14727632.lite.1	SRX11064551	CR2_24_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131476	simple	9606	Homo sapiens	CR2_24_2					female		no					COLD SPRING HARBOR	SRA1240524		public	485CF31DFE1E96985A4651C3EFE03322	FFA10AE4667885AC7C7CE889081FC11C	19551030	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR2_24_2	SRA: SRS9131476	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S 25nM OTS964 24hr #2
SAMN19551031	SRR14727633	2022-01-01T03:01:40Z	2021-06-04T04:34:42Z	28028395	8408518500	28028395	300	2443		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727633/SRR14727633.lite.1	SRX11064550	CR3_24_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131474	simple	9606	Homo sapiens	CR3_24_1					female		no					COLD SPRING HARBOR	SRA1240524		public	2EC5323AAF4344BE1CC999FFF14754D7	B7D3FCDB9414E1456896AA92D322D23A	19551031	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR3_24_1	SRA: SRS9131474	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S 100nM OTS964 24hr #1
SAMN19551032	SRR14727634	2022-01-01T03:01:40Z	2021-06-04T04:01:40Z	21679762	6503928600	21679762	300	1958		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727634/SRR14727634.lite.1	SRX11064549	CR3_24_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131473	simple	9606	Homo sapiens	CR3_24_2					female		no					COLD SPRING HARBOR	SRA1240524		public	CA92FD1BA2A274D3CCA70A9A2CA82D3B	0A4097CC4F805E39617E0B2C02644D4F	19551032	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: CR3_24_2	SRA: SRS9131473	45	Jason Sheltzer lab	Cal51	CDK11B-G579S	breast carcinoma	Cal51, CDK11B-G579S	female	breast	CAL51 G579S 100nM OTS964 24hr #2
SAMN19551033	SRR14727636	2022-01-01T03:01:40Z	2021-06-04T04:06:37Z	21538114	6461434200	21538114	300	1930		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR014/14727/SRR14727636/SRR14727636.lite.1	SRX11064547	D0_0_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131471	simple	9606	Homo sapiens	D0_0_1					male		no					COLD SPRING HARBOR	SRA1240524		public	EA6D2CB843055155449B7CCE06757B09	856BEF5B12D1112F8C91F202134AC4BC	19551033	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D0_0_1	SRA: SRS9131471	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 0hr #1
SAMN19551034	SRR14727637	2022-01-01T03:01:40Z	2021-06-04T05:17:11Z	20567382	6170214600	20567382	300	1842		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727637/SRR14727637.lite.1	SRX11064546	D0_0_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131470	simple	9606	Homo sapiens	D0_0_2					male		no					COLD SPRING HARBOR	SRA1240524		public	FE84A8D0AFCA6FFE0B96AAFDB7928198	92FC5B316B19BBCAFAB2DF41E588428F	19551034	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D0_0_2	SRA: SRS9131470	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 0hr #2
SAMN19551035	SRR14727638	2022-01-01T03:01:40Z	2021-06-04T03:58:09Z	21207230	6362169000	21207230	300	1895		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727638/SRR14727638.lite.1	SRX11064545	D0_1_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131469	simple	9606	Homo sapiens	D0_1_1					male		no					COLD SPRING HARBOR	SRA1240524		public	45B2A5983A67CE82FF3EF431E14306F5	DA0BBD689536CC94EC10C6C1F35FF723	19551035	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D0_1_1	SRA: SRS9131469	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 DMSO 1hr #1
SAMN19551036	SRR14727639	2022-01-01T03:01:40Z	2021-06-04T04:00:58Z	21324081	6397224300	21324081	300	1894		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727639/SRR14727639.lite.1	SRX11064544	D0_1_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131468	simple	9606	Homo sapiens	D0_1_2					male		no					COLD SPRING HARBOR	SRA1240524		public	E3AAC21A56B1D6B163C1D6A3F08F6EEE	7C91035C9E7B6C0AE1342ADBC16BF562	19551036	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D0_1_2	SRA: SRS9131468	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 DMSO 1hr #2
SAMN19551037	SRR14727640	2022-01-01T03:01:40Z	2021-06-04T04:01:33Z	22372304	6711691200	22372304	300	1998		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727640/SRR14727640.lite.1	SRX11064543	D2_1_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131467	simple	9606	Homo sapiens	D2_1_1					male		no					COLD SPRING HARBOR	SRA1240524		public	AAF94D92A5674E6A9CF80A91E4BB88D0	7F7A273D6DA7B6D797ED9855FC743672	19551037	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D2_1_1	SRA: SRS9131467	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 25nM OTS964 1hr #1
SAMN19551038	SRR14727641	2022-01-01T03:01:40Z	2021-06-04T04:01:34Z	20753279	6225983700	20753279	300	1851		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727641/SRR14727641.lite.1	SRX11064542	D2_1_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131466	simple	9606	Homo sapiens	D2_1_2					male		no					COLD SPRING HARBOR	SRA1240524		public	E8F06C58137A48451129C0D3D3B175EC	BD8EFF14F291DFE76BFB91733E06EBCD	19551038	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D2_1_2	SRA: SRS9131466	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 25nM OTS964 1hr #2
SAMN19551039	SRR14727642	2022-01-01T03:01:40Z	2021-06-04T03:59:42Z	20940056	6282016800	20940056	300	1876		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727642/SRR14727642.lite.1	SRX11064541	D3_1_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131465	simple	9606	Homo sapiens	D3_1_1					male		no					COLD SPRING HARBOR	SRA1240524		public	CC0D19A3BF29C76799017981D6FCDFBF	09DA5476C859FD47BC77D4B1732D1C32	19551039	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D3_1_1	SRA: SRS9131465	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 100nM OTS964 1hr #1
SAMN19551040	SRR14727643	2022-01-01T03:01:40Z	2021-06-04T04:00:25Z	23290266	6987079800	23290266	300	2091		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727643/SRR14727643.lite.1	SRX11064540	D3_1_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131464	simple	9606	Homo sapiens	D3_1_2					male		no					COLD SPRING HARBOR	SRA1240524		public	707A0C104C82FD168EA93909FC14E7C2	8DA9993B69B66B08F030FE78C6E12247	19551040	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D3_1_2	SRA: SRS9131464	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 100nM OTS964 1hr #2
SAMN19551041	SRR14727644	2022-01-01T03:01:40Z	2021-06-04T04:04:06Z	25395322	7618596600	25395322	300	2209		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727644/SRR14727644.lite.1	SRX11064539	D0_6_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131463	simple	9606	Homo sapiens	D0_6_1					male		no					COLD SPRING HARBOR	SRA1240524		public	5A8458B2AE3BCD269768715FD02D4C23	BB942D2D8078BC729A3A0F11F0BA6DDB	19551041	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: D0_6_1	SRA: SRS9131463	Adult	Jason Sheltzer lab	DLD1	Wildtype	Adenocarcinoma; Colorectal; Dukes' type C	DLD1	male	Colon	DLD1 DMSO 6hr #1
