BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell type	disease state	gender	source_name	treatment	group
SAMN07775203	SRR6159296	2018-10-26T16:18:32Z	2017-10-11T15:32:50Z	10522791	526139550	0	50	197		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR6159296/SRR6159296.1	SRX3270902		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582511	simple	9606	Homo sapiens	GSM2808561							no					GEO	SRA618760		public	7EFEB15ACE538CB459B87ACD15E042B8	8FF1C7FFE3A5A4AD300F151648BAAC32	7775203	DMSO_4day_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582511	GSM2808561	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DMSO_4day	dmso..96
SAMN07775202	SRR6159297	2018-10-26T16:18:32Z	2017-10-11T15:35:53Z	19596038	979801900	0	50	361		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159297/SRR6159297.1	SRX3270903		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582512	simple	9606	Homo sapiens	GSM2808562							no					GEO	SRA618760		public	7CE1E35A05305CB7A3A60193778616AA	4CAC94252EC7956E0BFE2174807CF7B2	7775202	DMSO_4day_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582512	GSM2808562	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DMSO_4day	dmso..96
SAMN07775202	SRR6159298	2018-10-26T16:18:32Z	2017-10-11T15:34:04Z	20174804	1008740200	0	50	374		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159298/SRR6159298.1	SRX3270903		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582512	simple	9606	Homo sapiens	GSM2808562							no					GEO	SRA618760		public	B98A7B5740680601B237E272BC5BFD54	E7CEA085D86779CAA6E0577FCE47CC66	7775202	DMSO_4day_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582512	GSM2808562	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DMSO_4day	dmso..96
SAMN07775201	SRR6159299	2018-10-26T16:18:32Z	2017-10-11T15:35:27Z	25817738	1290886900	0	50	558		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159299/SRR6159299.1	SRX3270904		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582513	simple	9606	Homo sapiens	GSM2808563							no					GEO	SRA618760		public	322DEBD96FB850C97842F75D902BAF7B	C65501CA26054E9ACAE65B00AA5F6D10	7775201	DMSO_4day_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582513	GSM2808563	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DMSO_4day	dmso..96
SAMN07775201	SRR6159300	2018-10-26T16:18:32Z	2017-10-11T15:38:17Z	25433846	1271692300	0	50	549		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159300/SRR6159300.1	SRX3270904		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582513	simple	9606	Homo sapiens	GSM2808563							no					GEO	SRA618760		public	9D74FE6177FF547994E7BFE244D50520	D871C4A4DE09C7DFCC0377318D62A6EB	7775201	DMSO_4day_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582513	GSM2808563	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DMSO_4day	dmso..96
SAMN07775200	SRR6159301	2018-10-26T16:18:32Z	2017-10-11T15:33:20Z	15040767	752038350	0	50	280		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159301/SRR6159301.1	SRX3270905		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582514	simple	9606	Homo sapiens	GSM2808564							no					GEO	SRA618760		public	327A4C787655BD02190677BE9B1D4BCB	A22CF5956C7AF93F837FFC876BB5E132	7775200	HH1_10uM_4day_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582514	GSM2808564	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_4day	hh1.10uM.96
SAMN07775200	SRR6159302	2018-10-26T16:18:32Z	2017-10-11T15:33:35Z	15463109	773155450	0	50	291		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159302/SRR6159302.1	SRX3270905		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582514	simple	9606	Homo sapiens	GSM2808564							no					GEO	SRA618760		public	93A2CA6D74AA58E926F9B015E0A00B85	C27D83502A203D2AE6AACC04C2B437ED	7775200	HH1_10uM_4day_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582514	GSM2808564	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_4day	hh1.10uM.96
SAMN07775199	SRR6159303	2018-10-26T16:18:32Z	2017-10-11T15:34:13Z	21223136	1061156800	0	50	389		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159303/SRR6159303.1	SRX3270906		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582515	simple	9606	Homo sapiens	GSM2808565							no					GEO	SRA618760		public	56C18BB6983DE520344F80B7ACD830F2	0A999BA83414571B270F5ED3F29B9C86	7775199	HH1_10uM_4day_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582515	GSM2808565	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_4day	hh1.10uM.96
SAMN07775199	SRR6159304	2018-10-26T16:18:32Z	2017-10-11T15:35:07Z	21831311	1091565550	0	50	404		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159304/SRR6159304.1	SRX3270906		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582515	simple	9606	Homo sapiens	GSM2808565							no					GEO	SRA618760		public	6EC7E55F20A26887B69C95C1EB9466B4	C1D6826B707552358B1E57D094C262D5	7775199	HH1_10uM_4day_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582515	GSM2808565	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_4day	hh1.10uM.96
SAMN07775198	SRR6159305	2018-10-26T16:18:32Z	2017-10-11T15:38:18Z	25249318	1262465900	0	50	540		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159305/SRR6159305.1	SRX3270907		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582516	simple	9606	Homo sapiens	GSM2808566							no					GEO	SRA618760		public	E4FAB1F701CCEB2BB3B65C0BE04FCB79	79BCF00C55AAEFED21928328DEAD2C8A	7775198	HH1_10uM_4day_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582516	GSM2808566	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_4day	hh1.10uM.96
SAMN07775198	SRR6159306	2018-10-26T16:18:32Z	2017-10-11T15:34:46Z	24934414	1246720700	0	50	533		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159306/SRR6159306.1	SRX3270907		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582516	simple	9606	Homo sapiens	GSM2808566							no					GEO	SRA618760		public	A5098551103C1378AE2B7CF4EF34C097	D88B74C7BC50712E7E980068CB0EA6FE	7775198	HH1_10uM_4day_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582516	GSM2808566	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_4day	hh1.10uM.96
SAMN07775197	SRR6159307	2018-10-26T16:18:32Z	2017-10-11T15:34:57Z	26183505	1309175250	0	50	562		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159307/SRR6159307.1	SRX3270908		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582517	simple	9606	Homo sapiens	GSM2808567							no					GEO	SRA618760		public	F95CF7CCF9BAD14D8F6E1C3B8BCCEBF5	908421C8B5413D2D8115C917CFD4513B	7775197	DAC2_DMSO_4day_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582517	GSM2808567	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DAC2_DMSO_4day	dac_dmso..96
SAMN07775197	SRR6159308	2018-10-26T16:18:32Z	2017-10-11T15:34:53Z	25834508	1291725400	0	50	554		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159308/SRR6159308.1	SRX3270908		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582517	simple	9606	Homo sapiens	GSM2808567							no					GEO	SRA618760		public	D953A1F7190A8DD9A9D31964B1AFC2C6	98C7E88AB81E03E18B97E83E1423F1DE	7775197	DAC2_DMSO_4day_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582517	GSM2808567	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DAC2_DMSO_4day	dac_dmso..96
SAMN07775196	SRR6159309	2018-10-26T16:18:32Z	2017-10-11T15:33:42Z	20412823	1020641150	0	50	386		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR6159309/SRR6159309.1	SRX3270909		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582518	simple	9606	Homo sapiens	GSM2808568							no					GEO	SRA618760		public	45C26833B609FE5003D84E38FBC248B9	940F6D4304BF658A4FA62423E98429E6	7775196	DAC2_DMSO_4day_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582518	GSM2808568	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DAC2_DMSO_4day	dac_dmso..96
SAMN07775196	SRR6159310	2018-10-26T16:18:32Z	2017-10-11T15:34:11Z	21003412	1050170600	0	50	400		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159310/SRR6159310.1	SRX3270909		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582518	simple	9606	Homo sapiens	GSM2808568							no					GEO	SRA618760		public	A0E001F6FE164B71B61BE19E09CF0173	C9CBEF6DC0EA36AE2785DC92B043161A	7775196	DAC2_DMSO_4day_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582518	GSM2808568	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DAC2_DMSO_4day	dac_dmso..96
SAMN07775195	SRR6159311	2018-10-26T16:18:32Z	2017-10-11T15:35:07Z	30112873	1505643650	0	50	651		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159311/SRR6159311.1	SRX3270910		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582520	simple	9606	Homo sapiens	GSM2808569							no					GEO	SRA618760		public	EED3D041187B91FDC557B1E575D175DA	001255E2778EB02F7EA71843564470CA	7775195	DAC2_DMSO_4day_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582520	GSM2808569	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DAC2_DMSO_4day	dac_dmso..96
SAMN07775195	SRR6159312	2018-10-26T16:18:32Z	2017-10-11T15:39:20Z	29804371	1490218550	0	50	644		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159312/SRR6159312.1	SRX3270910		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582520	simple	9606	Homo sapiens	GSM2808569							no					GEO	SRA618760		public	85B4C483D4F6F374D1CE36FE4DB3F413	71A1DE93B0C2709F04BDD1C3DF424490	7775195	DAC2_DMSO_4day_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582520	GSM2808569	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DAC2_DMSO_4day	dac_dmso..96
SAMN07775194	SRR6159313	2018-10-26T16:18:32Z	2017-10-11T15:38:17Z	23526673	1176333650	0	50	501		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159313/SRR6159313.1	SRX3270911		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582519	simple	9606	Homo sapiens	GSM2808570							no					GEO	SRA618760		public	4C6C25355A884281565261B0D4743B67	ED7B6EAFAE6CF4C4C7F948074653911A	7775194	DAC2_HH1_10uM_4day_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582519	GSM2808570	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DAC2_HH1_10uM_4day	dac_hh1.10uM.96
SAMN07775194	SRR6159314	2018-10-26T16:18:32Z	2017-10-11T15:37:00Z	23245633	1162281650	0	50	495		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159314/SRR6159314.1	SRX3270911		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582519	simple	9606	Homo sapiens	GSM2808570							no					GEO	SRA618760		public	735E9AD1021E64DAD70E1473C0FB9D6F	4030A94011AD9336057F7CA4AA28286C	7775194	DAC2_HH1_10uM_4day_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582519	GSM2808570	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DAC2_HH1_10uM_4day	dac_hh1.10uM.96
SAMN07775193	SRR6159315	2018-10-26T16:18:32Z	2017-10-11T15:39:19Z	40335960	2016798000	0	50	998		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159315/SRR6159315.1	SRX3270912		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582521	simple	9606	Homo sapiens	GSM2808571							no					GEO	SRA618760		public	3B3971BF2439D6472A47F1D65DEBB6D6	D1B5FF01E2C1BD897454FE73985C59E8	7775193	DAC2_HH1_10uM_4day_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582521	GSM2808571	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DAC2_HH1_10uM_4day	dac_hh1.10uM.96
SAMN07775193	SRR6159316	2018-10-26T16:18:32Z	2017-10-11T15:42:38Z	40007824	2000391200	0	50	1003		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR6159316/SRR6159316.1	SRX3270912		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582521	simple	9606	Homo sapiens	GSM2808571							no					GEO	SRA618760		public	DD74B11D1223DBBC410C8740CA5BE1C2	509D40E817D705F07EF5E465F9EC70E3	7775193	DAC2_HH1_10uM_4day_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582521	GSM2808571	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DAC2_HH1_10uM_4day	dac_hh1.10uM.96
SAMN07775192	SRR6159317	2018-10-26T16:18:32Z	2017-10-11T15:42:36Z	32757417	1637870850	0	50	809		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR6159317/SRR6159317.1	SRX3270913		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582523	simple	9606	Homo sapiens	GSM2808572							no					GEO	SRA618760		public	44CA9215CC681A591E450EE5CCAC677E	D1034159EFE74E27986465B01DCB8CDE	7775192	DAC2_HH1_10uM_4day_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582523	GSM2808572	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DAC2_HH1_10uM_4day	dac_hh1.10uM.96
SAMN07775192	SRR6159318	2018-10-26T16:18:32Z	2017-10-11T15:40:40Z	32524698	1626234900	0	50	814		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159318/SRR6159318.1	SRX3270913		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582523	simple	9606	Homo sapiens	GSM2808572							no					GEO	SRA618760		public	9E44A281B62838272068F47E24F7A780	6766B5D9CD7CF0E569438C040B6AAE6C	7775192	DAC2_HH1_10uM_4day_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582523	GSM2808572	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DAC2_HH1_10uM_4day	dac_hh1.10uM.96
SAMN07775191	SRR6159319	2018-10-26T16:18:32Z	2017-10-11T15:37:56Z	36999281	1849964050	0	50	917		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159319/SRR6159319.1	SRX3270914		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582522	simple	9606	Homo sapiens	GSM2808573							no					GEO	SRA618760		public	14EDE37E134907FC5D5EEE652BC86B3D	45A5908860E8155FC977FAD6F56B5479	7775191	HH1_25uM_4day_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582522	GSM2808573	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_25uM_4day	hh1.25uM.96
SAMN07775191	SRR6159320	2018-10-26T16:18:32Z	2017-10-11T15:40:28Z	36689794	1834489700	0	50	922		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159320/SRR6159320.1	SRX3270914		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582522	simple	9606	Homo sapiens	GSM2808573							no					GEO	SRA618760		public	0E395B50F6851B767360BC60725EF5C9	560EE54D2A803710A990BBFEED8D4F51	7775191	HH1_25uM_4day_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582522	GSM2808573	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_25uM_4day	hh1.25uM.96
SAMN07775190	SRR6159321	2018-10-26T16:18:32Z	2017-10-11T15:37:59Z	37182148	1859107400	0	50	924		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159321/SRR6159321.1	SRX3270915		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582524	simple	9606	Homo sapiens	GSM2808574							no					GEO	SRA618760		public	CD5C933E14F51C252D8F2DA2058150B6	8C55D084FE11C73B62F73B29ACE80841	7775190	HH1_25uM_4day_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582524	GSM2808574	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_25uM_4day	hh1.25uM.96
SAMN07775190	SRR6159322	2018-10-26T16:18:32Z	2017-10-11T15:38:12Z	36839919	1841995950	0	50	928		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159322/SRR6159322.1	SRX3270915		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582524	simple	9606	Homo sapiens	GSM2808574							no					GEO	SRA618760		public	1398D5360ADB9D9ABB394D6028B4C5AB	7392877623392A1D8707E259C0FF3B84	7775190	HH1_25uM_4day_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582524	GSM2808574	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_25uM_4day	hh1.25uM.96
SAMN07775189	SRR6159323	2018-10-26T16:18:32Z	2017-10-11T15:40:16Z	45156860	2257843000	0	50	1108		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159323/SRR6159323.1	SRX3270916		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582525	simple	9606	Homo sapiens	GSM2808575							no					GEO	SRA618760		public	5409DE36C03A7F7B6C007E72116AED4F	D28E3AEBDC6C19B7A2BF1E5344D08429	7775189	HH1_25uM_4day_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582525	GSM2808575	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_25uM_4day	hh1.25uM.96
SAMN07775189	SRR6159324	2018-10-26T16:18:32Z	2017-10-11T15:38:57Z	44813672	2240683600	0	50	1115		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159324/SRR6159324.1	SRX3270916		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582525	simple	9606	Homo sapiens	GSM2808575							no					GEO	SRA618760		public	D9D51E611C7E6529737C144D18429716	CF4125083503EDAFB5582E1483558394	7775189	HH1_25uM_4day_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582525	GSM2808575	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_25uM_4day	hh1.25uM.96
SAMN07775188	SRR6159325	2018-10-26T16:18:32Z	2017-10-11T15:39:42Z	35388761	1769438050	0	50	1011		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159325/SRR6159325.1	SRX3270917		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582528	simple	9606	Homo sapiens	GSM2808576							no					GEO	SRA618760		public	50E574C13B5134A5DCF29F2DCBE1252F	49387A5742D68696A7FA18E32226DDA2	7775188	DAC2_HH1_25uM_4day_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582528	GSM2808576	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DAC2_HH1_25uM_4day	dac_hh1.25uM.96
SAMN07775188	SRR6159326	2018-10-26T16:18:32Z	2017-10-11T15:39:38Z	35422174	1771108700	0	50	1008		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR6159326/SRR6159326.1	SRX3270917		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582528	simple	9606	Homo sapiens	GSM2808576							no					GEO	SRA618760		public	3A9D301C45EF9502EF79F2B4F86E0EEC	E8C9EB847E3F17A02B8C006AD9C9B3EB	7775188	DAC2_HH1_25uM_4day_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582528	GSM2808576	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DAC2_HH1_25uM_4day	dac_hh1.25uM.96
