accession	uid	title	organization	taxonomy	sra	geo	Sex	age	cell line	collection_date	geo_loc_name	provider	source_name	treatment	vendor id
SAMN27109434	27109434	lncap_LNCAPPS2A_A6_Elesclomol_0.02_24	Department of Systems Biology, Columbia University	9606	SRS13704981	GSM5985994	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Elesclomol	CRL-1740
SAMN27109435	27109435	lncap_LNCAPPS2A_H5_Gossypol_2_24	Department of Systems Biology, Columbia University	9606	SRS13704980	GSM5985993	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Gossypol	CRL-1740
SAMN27109436	27109436	lncap_LNCAPPS2A_G5_BKM120_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704979	GSM5985992	male	50	LNCaP	missing	missing	ATCC	prostate cancer	BKM120	CRL-1740
SAMN27109437	27109437	lncap_LNCAPPS2A_F5_AZD2014_0.17_24	Department of Systems Biology, Columbia University	9606	SRS13704978	GSM5985991	male	50	LNCaP	missing	missing	ATCC	prostate cancer	AZD2014	CRL-1740
SAMN27109438	27109438	lncap_LNCAPPS2A_E5_Selumetinib_10_24	Department of Systems Biology, Columbia University	9606	SRS13704977	GSM5985990	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Selumetinib	CRL-1740
SAMN27109439	27109439	lncap_LNCAPPS2A_D5_Saracatinib_1_24	Department of Systems Biology, Columbia University	9606	SRS13704976	GSM5985989	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Saracatinib	CRL-1740
SAMN27109440	27109440	lncap_LNCAPPS2A_C5_FK866_8.5_24	Department of Systems Biology, Columbia University	9606	SRS13704975	GSM5985988	male	50	LNCaP	missing	missing	ATCC	prostate cancer	FK866	CRL-1740
SAMN27109441	27109441	lncap_LNCAPPS2A_B5_AUY922_1_24	Department of Systems Biology, Columbia University	9606	SRS13704974	GSM5985987	male	50	LNCaP	missing	missing	ATCC	prostate cancer	AUY922	CRL-1740
SAMN27109442	27109442	lncap_LNCAPPS2A_A5_Sonidegib_8_24	Department of Systems Biology, Columbia University	9606	SRS13704973	GSM5985986	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Sonidegib	CRL-1740
SAMN27109443	27109443	lncap_LNCAPPS2A_H4_Omacetaxine_0.01_24	Department of Systems Biology, Columbia University	9606	SRS13704972	GSM5985985	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Omacetaxine	CRL-1740
SAMN27109444	27109444	lncap_LNCAPPS2A_G4_Rosiglitazone_2_24	Department of Systems Biology, Columbia University	9606	SRS13704971	GSM5985984	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Rosiglitazone	CRL-1740
SAMN27109445	27109445	lncap_LNCAPPS2A_F4_Bosentan_1_24	Department of Systems Biology, Columbia University	9606	SRS13704970	GSM5985983	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bosentan	CRL-1740
SAMN27109446	27109446	lncap_LNCAPPS2A_E4_Clarithromycin_1_24	Department of Systems Biology, Columbia University	9606	SRS13704969	GSM5985982	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Clarithromycin	CRL-1740
SAMN27109447	27109447	lncap_LNCAPPS2A_D4_Cyclophosphamide_10_24	Department of Systems Biology, Columbia University	9606	SRS13704968	GSM5985981	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cyclophosphamide	CRL-1740
SAMN27109448	27109448	lncap_LNCAPPS2A_C4_Floxuridine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704967	GSM5985980	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Floxuridine	CRL-1740
SAMN27109449	27109449	lncap_LNCAPPS2A_B4_Bicalutamide_10_24	Department of Systems Biology, Columbia University	9606	SRS13704966	GSM5985979	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bicalutamide	CRL-1740
SAMN27109450	27109450	lncap_LNCAPPS2A_A4_Finasteride_5.5_24	Department of Systems Biology, Columbia University	9606	SRS13704964	GSM5985978	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Finasteride	CRL-1740
SAMN27109451	27109451	lncap_LNCAPPS2A_H3_Altretamine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704965	GSM5985977	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Altretamine	CRL-1740
SAMN27109452	27109452	lncap_LNCAPPS2A_G3_Leucovorin_2_24	Department of Systems Biology, Columbia University	9606	SRS13704963	GSM5985976	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Leucovorin	CRL-1740
SAMN27109453	27109453	lncap_LNCAPPS2A_F3_Gefitinib_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704962	GSM5985975	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Gefitinib	CRL-1740
SAMN27109454	27109454	lncap_LNCAPPS2A_E3_Dacarbazine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704961	GSM5985974	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Dacarbazine	CRL-1740
SAMN27109455	27109455	lncap_LNCAPPS2A_D3_Prednisone_1_24	Department of Systems Biology, Columbia University	9606	SRS13704960	GSM5985973	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Prednisone	CRL-1740
SAMN27109456	27109456	lncap_LNCAPPS2A_C3_Azathioprine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704959	GSM5985972	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Azathioprine	CRL-1740
SAMN27109457	27109457	lncap_LNCAPPS2A_B3_Albendazole_2_24	Department of Systems Biology, Columbia University	9606	SRS13704958	GSM5985971	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Albendazole	CRL-1740
SAMN27109458	27109458	lncap_LNCAPPS2A_A3_Bosutinib_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704957	GSM5985970	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bosutinib	CRL-1740
SAMN27109459	27109459	lncap_LNCAPPS2A_H2_Thalidomide_8.5_24	Department of Systems Biology, Columbia University	9606	SRS13704956	GSM5985969	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Thalidomide	CRL-1740
SAMN27109460	27109460	lncap_LNCAPPS2A_G2_Fludarabine_3_24	Department of Systems Biology, Columbia University	9606	SRS13704954	GSM5985968	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Fludarabine	CRL-1740
SAMN27109461	27109461	lncap_LNCAPPS2A_F2_Oxaliplatin_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13704955	GSM5985967	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Oxaliplatin	CRL-1740
SAMN27109462	27109462	lncap_LNCAPPS2A_E2_Arsenic_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704952	GSM5985966	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Arsenic	CRL-1740
SAMN27109463	27109463	lncap_LNCAPPS2A_D2_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704953	GSM5985965	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109464	27109464	lncap_LNCAPPS2A_C2_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704951	GSM5985964	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109465	27109465	lncap_LNCAPPS2A_B2_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704950	GSM5985963	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109466	27109466	lncap_LNCAPPS2A_A2_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704948	GSM5985962	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109467	27109467	lncap_LNCAPPS2A_H1_Carmustine_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704949	GSM5985961	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Carmustine	CRL-1740
SAMN27109468	27109468	lncap_LNCAPPS2A_G1_Pipobroman_10_24	Department of Systems Biology, Columbia University	9606	SRS13704947	GSM5985960	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Pipobroman	CRL-1740
SAMN27109469	27109469	lncap_LNCAPPS2A_F1_Azacitidine_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704946	GSM5985959	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Azacitidine	CRL-1740
SAMN27109470	27109470	lncap_LNCAPPS2A_E1_Amsacrine_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704945	GSM5985958	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Amsacrine	CRL-1740
SAMN27109471	27109471	lncap_LNCAPPS2A_D1_Hydroxyurea_10_24	Department of Systems Biology, Columbia University	9606	SRS13704944	GSM5985957	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Hydroxyurea	CRL-1740
SAMN27109472	27109472	lncap_LNCAPPS2A_C1_Teniposide_1_24	Department of Systems Biology, Columbia University	9606	SRS13704943	GSM5985956	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Teniposide	CRL-1740
SAMN27109473	27109473	lncap_LNCAPPS2A_B1_Melphalan_1_24	Department of Systems Biology, Columbia University	9606	SRS13704942	GSM5985955	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Melphalan	CRL-1740
SAMN27109474	27109474	lncap_LNCAPPS2A_A1_Mechlorethamine_1_24	Department of Systems Biology, Columbia University	9606	SRS13704941	GSM5985954	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Mechlorethamine	CRL-1740
SAMN27109475	27109475	lncap_LNCAPPS1B_H12_Epirubicin_0.16_24	Department of Systems Biology, Columbia University	9606	SRS13704940	GSM5985953	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Epirubicin	CRL-1740
SAMN27109476	27109476	lncap_LNCAPPS1B_G12_Ponatinib_0.135_24	Department of Systems Biology, Columbia University	9606	SRS13704939	GSM5985952	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ponatinib	CRL-1740
SAMN27109477	27109477	lncap_LNCAPPS1B_F12_Pomalidomide_0.21_24	Department of Systems Biology, Columbia University	9606	SRS13704938	GSM5985951	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Pomalidomide	CRL-1740
SAMN27109478	27109478	lncap_LNCAPPS1B_E12_Cabazitaxel_0.27_24	Department of Systems Biology, Columbia University	9606	SRS13704937	GSM5985950	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cabazitaxel	CRL-1740
SAMN27109479	27109479	lncap_LNCAPPS1B_D12_Bleomycin_0.275_24	Department of Systems Biology, Columbia University	9606	SRS13704936	GSM5985949	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bleomycin	CRL-1740
SAMN27109480	27109480	lncap_LNCAPPS1B_C12_Paclitaxel_6.5_24	Department of Systems Biology, Columbia University	9606	SRS13704935	GSM5985948	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Paclitaxel	CRL-1740
SAMN27109481	27109481	lncap_LNCAPPS1B_B12_Fluorouracil_10_24	Department of Systems Biology, Columbia University	9606	SRS13704934	GSM5985947	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Fluorouracil	CRL-1740
SAMN27109482	27109482	lncap_LNCAPPS1B_A12_Sorafenib_4.5_24	Department of Systems Biology, Columbia University	9606	SRS13704933	GSM5985946	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Sorafenib	CRL-1740
SAMN27109483	27109483	lncap_LNCAPPS1B_H11_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704932	GSM5985945	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109484	27109484	lncap_LNCAPPS1B_G11_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704931	GSM5985944	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109485	27109485	lncap_LNCAPPS1B_F11_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704930	GSM5985943	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109486	27109486	lncap_LNCAPPS1B_E11_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704929	GSM5985942	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109487	27109487	lncap_LNCAPPS1B_D11_Sunitinib_0.045_24	Department of Systems Biology, Columbia University	9606	SRS13704928	GSM5985941	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Sunitinib	CRL-1740
SAMN27109488	27109488	lncap_LNCAPPS1B_C11_Afatinib_0.185_24	Department of Systems Biology, Columbia University	9606	SRS13704927	GSM5985940	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Afatinib	CRL-1740
SAMN27109489	27109489	lncap_LNCAPPS1B_B11_Pralatrexate_10_24	Department of Systems Biology, Columbia University	9606	SRS13704647	GSM5985939	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Pralatrexate	CRL-1740
SAMN27109490	27109490	lncap_LNCAPPS1B_A11_Dasatinib_0.345_24	Department of Systems Biology, Columbia University	9606	SRS13704646	GSM5985938	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Dasatinib	CRL-1740
SAMN27109491	27109491	lncap_LNCAPPS1B_H10_Bortezomib_0.055_24	Department of Systems Biology, Columbia University	9606	SRS13704645	GSM5985937	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bortezomib	CRL-1740
SAMN27109492	27109492	lncap_LNCAPPS1B_G10_Panobinostat_0.005_24	Department of Systems Biology, Columbia University	9606	SRS13704644	GSM5985936	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Panobinostat	CRL-1740
SAMN27109493	27109493	lncap_LNCAPPS1B_F10_Docetaxel_6_24	Department of Systems Biology, Columbia University	9606	SRS13704643	GSM5985935	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Docetaxel	CRL-1740
SAMN27109494	27109494	lncap_LNCAPPS1B_E10_Vinorelbine_0.01_24	Department of Systems Biology, Columbia University	9606	SRS13704642	GSM5985934	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Vinorelbine	CRL-1740
SAMN27109495	27109495	lncap_LNCAPPS1B_D10_Fulvestrant_0.03_24	Department of Systems Biology, Columbia University	9606	SRS13704641	GSM5985933	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Fulvestrant	CRL-1740
SAMN27109496	27109496	lncap_LNCAPPS1B_C10_Leuprolide_0.075_24	Department of Systems Biology, Columbia University	9606	SRS13704640	GSM5985932	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Leuprolide	CRL-1740
SAMN27109497	27109497	lncap_LNCAPPS1B_B10_Ibrutinib_0.35_24	Department of Systems Biology, Columbia University	9606	SRS13704639	GSM5985931	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ibrutinib	CRL-1740
SAMN27109498	27109498	lncap_LNCAPPS1B_A10_Carfilzomib_0.01_24	Department of Systems Biology, Columbia University	9606	SRS13704638	GSM5985930	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Carfilzomib	CRL-1740
SAMN27109499	27109499	lncap_LNCAPPS1B_H9_Trifluridine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704636	GSM5985929	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Trifluridine	CRL-1740
SAMN27109500	27109500	lncap_LNCAPPS1B_G9_Ixazomib_0.155_24	Department of Systems Biology, Columbia University	9606	SRS13704637	GSM5985928	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ixazomib	CRL-1740
SAMN27109501	27109501	lncap_LNCAPPS1B_F9_Trametinib_0.035_24	Department of Systems Biology, Columbia University	9606	SRS13704635	GSM5985927	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Trametinib	CRL-1740
SAMN27109502	27109502	lncap_LNCAPPS1B_E9_Cobimetinib (GDC-0973, RG7420)_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704634	GSM5985926	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cobimetinib (GDC-0973, RG7420)	CRL-1740
SAMN27109503	27109503	lncap_LNCAPPS1B_D9_Ruxolitinib_10_24	Department of Systems Biology, Columbia University	9606	SRS13704633	GSM5985925	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ruxolitinib	CRL-1740
SAMN27109504	27109504	lncap_LNCAPPS1B_C9_Osimertinib_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704631	GSM5985924	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Osimertinib	CRL-1740
SAMN27109505	27109505	lncap_LNCAPPS1B_B9_Belinostat_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704632	GSM5985923	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Belinostat	CRL-1740
SAMN27109506	27109506	lncap_LNCAPPS1B_A9_Toremifene_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704630	GSM5985922	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Toremifene	CRL-1740
SAMN27109507	27109507	lncap_LNCAPPS1B_H8_Temozolomide_10_24	Department of Systems Biology, Columbia University	9606	SRS13704629	GSM5985921	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Temozolomide	CRL-1740
SAMN27109508	27109508	lncap_LNCAPPS1B_G8_Lenvatinib_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704628	GSM5985920	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Lenvatinib	CRL-1740
SAMN27109509	27109509	lncap_LNCAPPS1B_F8_Cytarabine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704626	GSM5985919	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cytarabine	CRL-1740
SAMN27109510	27109510	lncap_LNCAPPS1B_E8_Raloxifene_0.01_24	Department of Systems Biology, Columbia University	9606	SRS13704627	GSM5985918	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Raloxifene	CRL-1740
SAMN27109511	27109511	lncap_LNCAPPS1B_D8_Ceritinib_1_24	Department of Systems Biology, Columbia University	9606	SRS13704625	GSM5985917	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ceritinib	CRL-1740
SAMN27109512	27109512	lncap_LNCAPPS1B_C8_Thioguanine_1_24	Department of Systems Biology, Columbia University	9606	SRS13704624	GSM5985916	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Thioguanine	CRL-1740
SAMN27109513	27109513	lncap_LNCAPPS1B_B8_Tretinoin_2_24	Department of Systems Biology, Columbia University	9606	SRS13704623	GSM5985915	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Tretinoin	CRL-1740
SAMN27109514	27109514	lncap_LNCAPPS1B_A8_Vinblastine_0.165_24	Department of Systems Biology, Columbia University	9606	SRS13704622	GSM5985914	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Vinblastine	CRL-1740
SAMN27109515	27109515	lncap_LNCAPPS1B_H7_Exemestane_1_24	Department of Systems Biology, Columbia University	9606	SRS13704621	GSM5985913	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Exemestane	CRL-1740
SAMN27109516	27109516	lncap_LNCAPPS1B_G7_Methotrexate_10_24	Department of Systems Biology, Columbia University	9606	SRS13704620	GSM5985912	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Methotrexate	CRL-1740
SAMN27109517	27109517	lncap_LNCAPPS1B_F7_Etoposide_10_24	Department of Systems Biology, Columbia University	9606	SRS13704619	GSM5985911	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Etoposide	CRL-1740
SAMN27109518	27109518	lncap_LNCAPPS1B_E7_Mercaptopurine_1_24	Department of Systems Biology, Columbia University	9606	SRS13704618	GSM5985910	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Mercaptopurine	CRL-1740
SAMN27109519	27109519	lncap_LNCAPPS1B_D7_Gemcitabine_4.5_24	Department of Systems Biology, Columbia University	9606	SRS13704617	GSM5985909	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Gemcitabine	CRL-1740
SAMN27109520	27109520	lncap_LNCAPPS1B_C7_Doxorubicin_0.03_24	Department of Systems Biology, Columbia University	9606	SRS13704616	GSM5985908	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Doxorubicin	CRL-1740
SAMN27109521	27109521	lncap_LNCAPPS1B_B7_Mitomycin_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704614	GSM5985907	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Mitomycin	CRL-1740
SAMN27109522	27109522	lncap_LNCAPPS1B_A7_Mitoxantrone_0.03_24	Department of Systems Biology, Columbia University	9606	SRS13704615	GSM5985906	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Mitoxantrone	CRL-1740
SAMN27109523	27109523	lncap_LNCAPPS1B_H6_Ifosfamide_10_24	Department of Systems Biology, Columbia University	9606	SRS13704613	GSM5985905	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ifosfamide	CRL-1740
SAMN27109524	27109524	lncap_LNCAPPS1B_G6_Topotecan_0.19_24	Department of Systems Biology, Columbia University	9606	SRS13704611	GSM5985904	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Topotecan	CRL-1740
SAMN27109525	27109525	lncap_LNCAPPS1B_F6_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704612	GSM5985903	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109526	27109526	lncap_LNCAPPS1B_E6_UNTREATED_0_24	Department of Systems Biology, Columbia University	9606	SRS13704610	GSM5985902	male	50	LNCaP	missing	missing	ATCC	prostate cancer	UNTREATED	CRL-1740
SAMN27109527	27109527	lncap_LNCAPPS1B_D6_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704609	GSM5985901	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109528	27109528	lncap_LNCAPPS1B_C6_DMSO_0_24	Department of Systems Biology, Columbia University	9606	SRS13704608	GSM5985900	male	50	LNCaP	missing	missing	ATCC	prostate cancer	DMSO	CRL-1740
SAMN27109529	27109529	lncap_LNCAPPS1B_B6_Bexarotene_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704607	GSM5985899	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Bexarotene	CRL-1740
SAMN27109530	27109530	lncap_LNCAPPS1B_A6_Imatinib_5_24	Department of Systems Biology, Columbia University	9606	SRS13704606	GSM5985898	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Imatinib	CRL-1740
SAMN27109531	27109531	lncap_LNCAPPS1B_H5_Tamoxifen_1_24	Department of Systems Biology, Columbia University	9606	SRS13704605	GSM5985897	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Tamoxifen	CRL-1740
SAMN27109532	27109532	lncap_LNCAPPS1B_G5_Nilotinib_2_24	Department of Systems Biology, Columbia University	9606	SRS13704603	GSM5985896	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Nilotinib	CRL-1740
SAMN27109533	27109533	lncap_LNCAPPS1B_F5_Vandetanib_0.125_24	Department of Systems Biology, Columbia University	9606	SRS13704604	GSM5985895	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Vandetanib	CRL-1740
SAMN27109534	27109534	lncap_LNCAPPS1B_E5_Mithramycin_0.18_24	Department of Systems Biology, Columbia University	9606	SRS13704602	GSM5985894	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Mithramycin	CRL-1740
SAMN27109535	27109535	lncap_LNCAPPS1B_D5_Olaparib_2.5_24	Department of Systems Biology, Columbia University	9606	SRS13704601	GSM5985893	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Olaparib	CRL-1740
SAMN27109536	27109536	lncap_LNCAPPS1B_C5_Everolimus_1_24	Department of Systems Biology, Columbia University	9606	SRS13704600	GSM5985892	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Everolimus	CRL-1740
SAMN27109537	27109537	lncap_LNCAPPS1B_B5_Crizotinib_0.19_24	Department of Systems Biology, Columbia University	9606	SRS13704599	GSM5985891	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Crizotinib	CRL-1740
SAMN27109538	27109538	lncap_LNCAPPS1B_A5_Ixabepilone_0.0007_24	Department of Systems Biology, Columbia University	9606	SRS13704598	GSM5985890	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ixabepilone	CRL-1740
SAMN27109539	27109539	lncap_LNCAPPS1B_H4_Estramustine_3.5_24	Department of Systems Biology, Columbia University	9606	SRS13704597	GSM5985889	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Estramustine	CRL-1740
SAMN27109540	27109540	lncap_LNCAPPS1B_G4_Pentostatin_1_24	Department of Systems Biology, Columbia University	9606	SRS13704596	GSM5985888	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Pentostatin	CRL-1740
SAMN27109541	27109541	lncap_LNCAPPS1B_F4_Pazopanib_7.5_24	Department of Systems Biology, Columbia University	9606	SRS13704595	GSM5985887	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Pazopanib	CRL-1740
SAMN27109542	27109542	lncap_LNCAPPS1B_E4_Dabrafenib_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704594	GSM5985886	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Dabrafenib	CRL-1740
SAMN27109543	27109543	lncap_LNCAPPS1B_D4_Procarbazine_2_24	Department of Systems Biology, Columbia University	9606	SRS13704593	GSM5985885	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Procarbazine	CRL-1740
SAMN27109544	27109544	lncap_LNCAPPS1B_C4_Lomustine_7_24	Department of Systems Biology, Columbia University	9606	SRS13704592	GSM5985884	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Lomustine	CRL-1740
SAMN27109545	27109545	lncap_LNCAPPS1B_B4_Carboplatin_10_24	Department of Systems Biology, Columbia University	9606	SRS13704591	GSM5985883	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Carboplatin	CRL-1740
SAMN27109546	27109546	lncap_LNCAPPS1B_A4_Cisplatin_6_24	Department of Systems Biology, Columbia University	9606	SRS13704590	GSM5985882	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cisplatin	CRL-1740
SAMN27109547	27109547	lncap_LNCAPPS1B_H3_Abiraterone_10_24	Department of Systems Biology, Columbia University	9606	SRS13704589	GSM5985881	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Abiraterone	CRL-1740
SAMN27109548	27109548	lncap_LNCAPPS1B_G3_Temsirolimus_1_24	Department of Systems Biology, Columbia University	9606	SRS13704588	GSM5985880	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Temsirolimus	CRL-1740
SAMN27109549	27109549	lncap_LNCAPPS1B_F3_Mitotane_10_24	Department of Systems Biology, Columbia University	9606	SRS13704587	GSM5985879	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Mitotane	CRL-1740
SAMN27109550	27109550	lncap_LNCAPPS1B_E3_Capecitabine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704586	GSM5985878	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Capecitabine	CRL-1740
SAMN27109551	27109551	lncap_LNCAPPS1B_D3_Nelarabine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704585	GSM5985877	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Nelarabine	CRL-1740
SAMN27109552	27109552	lncap_LNCAPPS1B_C3_Cabozantinib_1_24	Department of Systems Biology, Columbia University	9606	SRS13704584	GSM5985876	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cabozantinib	CRL-1740
SAMN27109553	27109553	lncap_LNCAPPS1B_B3_Vemurafenib_10_24	Department of Systems Biology, Columbia University	9606	SRS13704583	GSM5985875	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Vemurafenib	CRL-1740
